Tax_assignment,AssignmentLevel,Family,Type,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F10,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F11,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F12,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F13,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F14,F150,F151,F152,F153,F154,F155,F156,F157,F158,F159,F15,F160,F161,F162,F163,F164,F165,F166,F167,F168,F169,F16,F170,F171,F172,F173,F174,F175,F176,F177,F178,F179,F17,F180,F181,F182,F183,F184,F185,F186,F187,F188,F189,F18,F190,F191,F192,F193,F194,F195,F196,F197,F198,F199,F19,F1,F200,F201,F202,F203,F204,F205,F206,F207,F208,F209,F20,F210,F211,F212,F213,F214,F215,F216,F217,F218,F219,F21,F220,F221,F222,F223,F224,F225,F226,F227,F228,F229,F22,F230,F231,F232,F233,F234,F235,F236,F237,F238,F239,F23,F240,F241,F242,F243,F244,F245,F246,F247,F248,F249,F24,F250,F251,F252,F253,F254,F255,F256,F257,F258,F259,F25,F260,F261,F262,F263,F264,F265,F266,F267,F268,F269,F26,F270,F271,F272,F273,F274,F275,F276,F277,F278,F279,F27,F280,F281,F282,F283,F284,F285,F286,F287,F288,F289,F28,F290,F291,F292,F293,F294,F295,F296,F297,F298,F299,F29,F2,F300,F301,F302,F303,F304,F305,F306,F307,F308,F309,F30,F310,F311,F312,F313,F314,F315,F316,F317,F318,F319,F31,F320,F321,F322,F323,F324,F325,F326,F327,F328,F329,F32,F330,F331,F332,F333,F334,F335,F336,F337,F338,F339,F33,F340,F341,F342,F343,F344,F345,F346,F347,F348,F349,F34,F350,F351,F352,F353,F354,F355,F356,F357,F358,F359,F35,F360,F361,F362,F363,F364,F365,F366,F367,F368,F369,F36,F370,F371,F372,F373,F374,F375,F376,F377,F378,F379,F37,F380,F381,F382,F383,F384,F385,F386,F387,F388,F389,F38,F390,F391,F392,F393,F394,F395,F396,F397,F398,F399,F39,F3,F400,F401,F402,F403,F404,F405,F406,F407,F408,F409,F40,F410,F411,F412,F413,F414,F415,F416,F417,F418,F419,F41,F420,F421,F422,F423,F424,F425,F426,F427,F428,F429,F42,F430,F431,F432,F433,F434,F435,F436,F437,F438,F439,F43,F440,F441,F442,F443,F444,F445,F446,F447,F448,F449,F44,F450,F451,F452,F453,F454,F455,F456,F457,F458,F459,F45,F460,F461,F462,F463,F464,F465,F466,F467,F468,F469,F46,F470,F471,F472,F473,F474,F475,F476,F477,F478,F479,F47,F480,F481,F482,F483,F484,F485,F486,F487,F488,F489,F48,F490,F491,F492,F493,F494,F495,F496,F497,F498,F499,F49,F4,F500,F501,F502,F503,F504,F505,F506,F507,F508,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F5,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F6,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F7,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F8,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F9,N1.1,N1.2,N1.3,N1.4,N1.5,N1.6,N10.1,N10.2,N10.3,N10.4,N10.5,N10.6,N11.1,N11.2,N11.3,N11.4,N11.5,N11.6,N12.1,N12.2,N12.3,N12.4,N12.5,N12.6,N13.1,N13.2,N13.3,N13.4,N13.5,N13.6,N14.1,N14.2,N14.3,N14.4,N14.5,N14.6,N15.1,N15.2,N15.3,N15.4,N15.5,N15.6,N16.1,N16.2,N16.3,N16.4,N16.5,N16.6,N17.1,N17.2,N17.3,N17.4,N17.5,N17.6,N18.1,N18.2,N18.3,N18.4,N18.5,N18.6,N19.1,N19.2,N19.3,N19.4,N19.5,N19.6,N2.1,N2.2,N2.3,N2.4,N2.5,N2.6,N3.1,N3.2,N3.3,N3.4,N3.5,N3.6,N4.1,N4.2,N4.3,N4.4,N4.5,N4.6,N5.1,N5.2,N5.3,N5.4,N5.5,N5.6,N6.1,N6.2,N6.3,N6.4,N6.5,N6.6,N7.1,N7.2,N7.3,N7.4,N7.5,N7.6,N8.1,N8.2,N8.3,N8.4,N8.5,N8.6,N9.1,N9.2,N9.3,N9.4,N9.5,N9.6,NU10,NU11,NU12,NU13,NU14,NU15,NU16,NU17,NU18,NU19,NU1,NU20,NU21,NU22,NU23,NU24,NU2,NU3,NU4,NU5,NU6,NU7,NU8,NU9,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P10.1,P10.2,P10.3,P10.4,P10.5,P10.6,P11.1,P11.2,P11.3,P11.4,P11.5,P11.6,P12.1,P12.2,P12.3,P12.4,P12.5,P12.6,P13.1,P13.2,P13.3,P13.4,P13.5,P13.6,P14.1,P14.2,P14.3,P14.4,P14.5,P14.6,P15.1,P15.2,P15.3,P15.4,P15.5,P15.6,P16.1,P16.2,P16.3,P16.4,P16.5,P16.6,P17.1,P17.2,P17.3,P17.4,P17.5,P17.6,P18.1,P18.2,P18.3,P18.4,P18.5,P18.6,P19.1,P19.2,P19.3,P19.4,P19.5,P19.6,P2.1,P2.2,P2.3,P2.4,P2.5,P2.6,P3.1,P3.2,P3.3,P3.4,P3.5,P3.6,P4.1,P4.2,P4.3,P4.4,P4.5,P4.6,P5.1,P5.2,P5.3,P5.4,P5.5,P5.6,P6.1,P6.2,P6.3,P6.4,P6.5,P6.6,P7.1,P7.2,P7.3,P7.4,P7.5,P7.6,P8.1,P8.2,P8.3,P8.4,P8.5,P8.6,P9.1,P9.2,P9.3,P9.4,P9.5,P9.6
Actinopteri,Order,Other,eDNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anas,Genus,Anatidae,eDNA,0,0,0,5707,0,0,0,11924,11110,7,0,6128,0,0,20284,30449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8074,0,0,0,0,6389,0,0,0,0,0,0,0,8,31,0,21436,0,0,0,7248,0,8108,21276,6564,0,0,0,0,13708,0,0,0,0,0,0,0,0,0,5543,0,12911,0,6679,0,12915,0,0,0,11419,8871,25,24,27020,0,0,0,0,8,30781,156559,0,0,17872,0,0,18658,16596,9,0,0,0,23004,6271,0,33820,0,0,9096,0,0,0,0,0,0,0,0,0,14076,0,16052,0,0,0,3925,0,0,0,0,9506,0,0,0,0,0,29176,0,0,0,0,0,0,0,0,12868,0,0,9981,59,0,0,0,0,0,0,7746,0,0,0,0,0,0,0,0,11793,5555,0,8204,12668,0,56,6857,0,5943,0,0,1466,7182,28589,0,0,8769,0,20,0,0,0,0,0,0,23817,5551,0,0,0,0,0,0,0,55564,10349,0,0,6698,4469,0,0,0,0,0,0,8535,13578,8,0,8945,6,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,10331,0,9167,0,0,10856,0,11,0,0,0,0,32415,0,0,0,0,0,0,0,0,5907,0,27544,8059,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22102,0,0,0,0,11425,0,7537,0,0,27463,0,0,0,1968,0,17892,0,0,0,0,0,6267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6716,0,0,0,0,6491,0,0,0,0,0,57,0,0,0,0,66303,1799,29591,0,24487,32980,0,0,40647,0,0,0,0,0,0,14186,0,16954,0,6,7922,0,0,28406,10,0,0,0,0,3722,4914,0,5800,0,0,0,11651,0,7540,0,0,0,0,0,15070,0,0,0,17204,13305,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27294,0,0,0,6501,0,34949,0,0,2763,0,7132,0,0,0,0,0,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,26206,37188,0,0,912,0,0,0,0,12508,17054,0,11631,0,0,0,4789,14612,0,0,0,30784,4396,0,0,0,0,0,0,801,0,0,2580,755,0,0,17494,1623,0,0,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17033,3955,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16110,0,0,0,8283,64819,718,0,0,0,0,0,0,9,140,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,5,0,0,0,0,0,0,0,0,0,252,0,0,0,5,0,0,14,29,6974,0,4455,0,0,0,0,0,7,5,0,0,0,69,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8619,4866,0,0,0,0,6,276,0,0,0,0,8,13,8853,0,0,0,0,0,0,0,0,0,0,0,5,0,18694,16147,0,0,0,0,0,27386,0,0,0,0,9437,8086,0,0,0,0,35739,0,0,0,20984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anas_carolinensis,Species,Anatidae,eDNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3914,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,70,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anatidae,Family,Anatidae,eDNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,140,0,0,0,0,0,1783,1625,0,0,0,0,0,0,0,0,0,0,0,1669,30,0,47,0,0,0,0,0,0,115,0,0,0,0,0,34,0,0,0,0,0,5,25,0,0,0,84,7,0,0,19,0,39,0,0,0,0,0,0,0,0,134,33,0,0,0,0,0,0,0,0,196,6,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,28,0,0,0,40,0,0,0,0,0,0,0,0,71,0,0,44,0,0,0,0,0,0,12,0,101,0,16,0,0,0,0,0,0,0,0,157,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,36,0,0,1373,12561,0,0,0,0,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0,0,0,0,0,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,50,0,14,20,0,0,10,0,0,0,5,14,0,0,52,0,0,0,0,0,30,0,0,0,0,0,0,21,0,1951,0,0,22,0,15,0,0,0,0,257,0,0,0,0,11,0,0,0,0,0,0,0,7,0,93,919,0,0,0,72,0,0,0,0,0,0,0,0,0,0,34,0,0,0,348,0,0,0,0,0,0,0,9,0,0,37,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4540,33,1591,0,0,0,0,1499,0,0,43,0,0,14,0,0,0,13,3252,0,0,0,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,315,0,390,0,0,1025,0,0,0,0,239,1100,0,0,0,0,100,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguilla_anguilla,Species,Anguillidae,eDNA,2503,0,0,0,274,0,0,1115,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,215,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anura,Order,Other,eDNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apodemus,Genus,Muridae,eDNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290,749,738,686,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,805,0,0,0,45,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,827,318,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,326,0,0,0,0,0,0,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
