Tax_assignment,F100_-nc.blast,F101_-nc.blast,F102_-nc.blast,F103_-nc.blast,F104_-nc.blast,F105_-nc.blast,F106_-nc.blast,F107_-nc.blast,F108_-nc.blast,F109_-nc.blast,F10_-nc.blast,F110_-nc.blast,F111_-nc.blast,F112_-nc.blast,F113_-nc.blast,F114_-nc.blast,F115_-nc.blast,F116_-nc.blast,F117_-nc.blast,F118_-nc.blast,F119_-nc.blast,F11_-nc.blast,F120_-nc.blast,F121_-nc.blast,F122_-nc.blast,F123_-nc.blast,F124_-nc.blast,F125_-nc.blast,F126_-nc.blast,F127_-nc.blast,F128_-nc.blast,F129_-nc.blast,F12_-nc.blast,F130_-nc.blast,F131_-nc.blast,F132_-nc.blast,F133_-nc.blast,F134_-nc.blast,F135_-nc.blast,F136_-nc.blast,F137_-nc.blast,F138_-nc.blast,F139_-nc.blast,F13_-nc.blast,F140_-nc.blast,F141_-nc.blast,F142_-nc.blast,F143_-nc.blast,F144_-nc.blast,F145_-nc.blast,F146_-nc.blast,F147_-nc.blast,F148_-nc.blast,F149_-nc.blast,F14_-nc.blast,F150_-nc.blast,F151_-nc.blast,F152_-nc.blast,F153_-nc.blast,F154_-nc.blast,F155_-nc.blast,F156_-nc.blast,F157_-nc.blast,F158_-nc.blast,F159_-nc.blast,F15_-nc.blast,F160_-nc.blast,F161_-nc.blast,F162_-nc.blast,F163_-nc.blast,F164_-nc.blast,F165_-nc.blast,F166_-nc.blast,F167_-nc.blast,F168_-nc.blast,F169_-nc.blast,F16_-nc.blast,F170_-nc.blast,F171_-nc.blast,F172_-nc.blast,F173_-nc.blast,F174_-nc.blast,F175_-nc.blast,F176_-nc.blast,F177_-nc.blast,F178_-nc.blast,F179_-nc.blast,F17_-nc.blast,F180_-nc.blast,F181_-nc.blast,F182_-nc.blast,F183_-nc.blast,F184_-nc.blast,F185_-nc.blast,F186_-nc.blast,F187_-nc.blast,F188_-nc.blast,F189_-nc.blast,F18_-nc.blast,F190_-nc.blast,F191_-nc.blast,F192_-nc.blast,F193_-nc.blast,F194_-nc.blast,F195_-nc.blast,F196_-nc.blast,F197_-nc.blast,F198_-nc.blast,F199_-nc.blast,F19_-nc.blast,F1_-nc.blast,F200_-nc.blast,F201_-nc.blast,F202_-nc.blast,F203_-nc.blast,F204_-nc.blast,F205_-nc.blast,F206_-nc.blast,F207_-nc.blast,F208_-nc.blast,F209_-nc.blast,F20_-nc.blast,F210_-nc.blast,F211_-nc.blast,F212_-nc.blast,F213_-nc.blast,F214_-nc.blast,F215_-nc.blast,F216_-nc.blast,F217_-nc.blast,F218_-nc.blast,F219_-nc.blast,F21_-nc.blast,F220_-nc.blast,F221_-nc.blast,F222_-nc.blast,F223_-nc.blast,F224_-nc.blast,F225_-nc.blast,F226_-nc.blast,F227_-nc.blast,F228_-nc.blast,F229_-nc.blast,F22_-nc.blast,F230_-nc.blast,F231_-nc.blast,F232_-nc.blast,F233_-nc.blast,F234_-nc.blast,F235_-nc.blast,F236_-nc.blast,F237_-nc.blast,F238_-nc.blast,F239_-nc.blast,F23_-nc.blast,F240_-nc.blast,F241_-nc.blast,F242_-nc.blast,F243_-nc.blast,F244_-nc.blast,F245_-nc.blast,F246_-nc.blast,F247_-nc.blast,F248_-nc.blast,F249_-nc.blast,F24_-nc.blast,F250_-nc.blast,F251_-nc.blast,F252_-nc.blast,F253_-nc.blast,F254_-nc.blast,F255_-nc.blast,F256_-nc.blast,F257_-nc.blast,F258_-nc.blast,F259_-nc.blast,F25_-nc.blast,F260_-nc.blast,F261_-nc.blast,F262_-nc.blast,F263_-nc.blast,F264_-nc.blast,F265_-nc.blast,F266_-nc.blast,F267_-nc.blast,F268_-nc.blast,F269_-nc.blast,F26_-nc.blast,F270_-nc.blast,F271_-nc.blast,F272_-nc.blast,F273_-nc.blast,F274_-nc.blast,F275_-nc.blast,F276_-nc.blast,F277_-nc.blast,F278_-nc.blast,F279_-nc.blast,F27_-nc.blast,F280_-nc.blast,F281_-nc.blast,F282_-nc.blast,F283_-nc.blast,F284_-nc.blast,F285_-nc.blast,F286_-nc.blast,F287_-nc.blast,F288_-nc.blast,F289_-nc.blast,F28_-nc.blast,F290_-nc.blast,F291_-nc.blast,F292_-nc.blast,F293_-nc.blast,F294_-nc.blast,F295_-nc.blast,F296_-nc.blast,F297_-nc.blast,F298_-nc.blast,F299_-nc.blast,F29_-nc.blast,F2_-nc.blast,F300_-nc.blast,F301_-nc.blast,F302_-nc.blast,F303_-nc.blast,F304_-nc.blast,F305_-nc.blast,F306_-nc.blast,F307_-nc.blast,F308_-nc.blast,F309_-nc.blast,F30_-nc.blast,F310_-nc.blast,F311_-nc.blast,F312_-nc.blast,F313_-nc.blast,F314_-nc.blast,F315_-nc.blast,F316_-nc.blast,F317_-nc.blast,F318_-nc.blast,F319_-nc.blast,F31_-nc.blast,F320_-nc.blast,F321_-nc.blast,F322_-nc.blast,F323_-nc.blast,F324_-nc.blast,F325_-nc.blast,F326_-nc.blast,F327_-nc.blast,F328_-nc.blast,F329_-nc.blast,F32_-nc.blast,F330_-nc.blast,F331_-nc.blast,F332_-nc.blast,F333_-nc.blast,F334_-nc.blast,F335_-nc.blast,F336_-nc.blast,F337_-nc.blast,F338_-nc.blast,F339_-nc.blast,F33_-nc.blast,F340_-nc.blast,F341_-nc.blast,F342_-nc.blast,F343_-nc.blast,F344_-nc.blast,F345_-nc.blast,F346_-nc.blast,F347_-nc.blast,F348_-nc.blast,F349_-nc.blast,F34_-nc.blast,F350_-nc.blast,F351_-nc.blast,F352_-nc.blast,F353_-nc.blast,F354_-nc.blast,F355_-nc.blast,F356_-nc.blast,F357_-nc.blast,F358_-nc.blast,F359_-nc.blast,F35_-nc.blast,F360_-nc.blast,F361_-nc.blast,F362_-nc.blast,F363_-nc.blast,F364_-nc.blast,F365_-nc.blast,F366_-nc.blast,F367_-nc.blast,F368_-nc.blast,F369_-nc.blast,F36_-nc.blast,F370_-nc.blast,F371_-nc.blast,F372_-nc.blast,F373_-nc.blast,F374_-nc.blast,F375_-nc.blast,F376_-nc.blast,F377_-nc.blast,F378_-nc.blast,F379_-nc.blast,F37_-nc.blast,F380_-nc.blast,F381_-nc.blast,F382_-nc.blast,F383_-nc.blast,F384_-nc.blast,F385_-nc.blast,F386_-nc.blast,F387_-nc.blast,F388_-nc.blast,F389_-nc.blast,F38_-nc.blast,F390_-nc.blast,F391_-nc.blast,F392_-nc.blast,F393_-nc.blast,F394_-nc.blast,F395_-nc.blast,F396_-nc.blast,F397_-nc.blast,F398_-nc.blast,F399_-nc.blast,F39_-nc.blast,F3_-nc.blast,F400_-nc.blast,F401_-nc.blast,F402_-nc.blast,F403_-nc.blast,F404_-nc.blast,F405_-nc.blast,F406_-nc.blast,F407_-nc.blast,F408_-nc.blast,F409_-nc.blast,F40_-nc.blast,F410_-nc.blast,F411_-nc.blast,F412_-nc.blast,F413_-nc.blast,F414_-nc.blast,F415_-nc.blast,F416_-nc.blast,F417_-nc.blast,F418_-nc.blast,F419_-nc.blast,F41_-nc.blast,F420_-nc.blast,F421_-nc.blast,F422_-nc.blast,F423_-nc.blast,F424_-nc.blast,F425_-nc.blast,F426_-nc.blast,F427_-nc.blast,F428_-nc.blast,F429_-nc.blast,F42_-nc.blast,F430_-nc.blast,F431_-nc.blast,F432_-nc.blast,F433_-nc.blast,F434_-nc.blast,F435_-nc.blast,F436_-nc.blast,F437_-nc.blast,F438_-nc.blast,F439_-nc.blast,F43_-nc.blast,F440_-nc.blast,F441_-nc.blast,F442_-nc.blast,F443_-nc.blast,F444_-nc.blast,F445_-nc.blast,F446_-nc.blast,F447_-nc.blast,F448_-nc.blast,F449_-nc.blast,F44_-nc.blast,F450_-nc.blast,F451_-nc.blast,F452_-nc.blast,F453_-nc.blast,F454_-nc.blast,F455_-nc.blast,F456_-nc.blast,F457_-nc.blast,F458_-nc.blast,F459_-nc.blast,F45_-nc.blast,F460_-nc.blast,F461_-nc.blast,F462_-nc.blast,F463_-nc.blast,F464_-nc.blast,F465_-nc.blast,F466_-nc.blast,F467_-nc.blast,F468_-nc.blast,F469_-nc.blast,F46_-nc.blast,F470_-nc.blast,F471_-nc.blast,F472_-nc.blast,F473_-nc.blast,F474_-nc.blast,F475_-nc.blast,F476_-nc.blast,F477_-nc.blast,F478_-nc.blast,F479_-nc.blast,F47_-nc.blast,F480_-nc.blast,F481_-nc.blast,F482_-nc.blast,F483_-nc.blast,F484_-nc.blast,F485_-nc.blast,F486_-nc.blast,F487_-nc.blast,F488_-nc.blast,F489_-nc.blast,F48_-nc.blast,F490_-nc.blast,F491_-nc.blast,F492_-nc.blast,F493_-nc.blast,F494_-nc.blast,F495_-nc.blast,F496_-nc.blast,F497_-nc.blast,F498_-nc.blast,F499_-nc.blast,F49_-nc.blast,F4_-nc.blast,F500_-nc.blast,F501_-nc.blast,F502_-nc.blast,F503_-nc.blast,F504_-nc.blast,F505_-nc.blast,F506_-nc.blast,F507_-nc.blast,F508_-nc.blast,F50_-nc.blast,F51_-nc.blast,F52_-nc.blast,F53_-nc.blast,F54_-nc.blast,F55_-nc.blast,F56_-nc.blast,F57_-nc.blast,F58_-nc.blast,F59_-nc.blast,F5_-nc.blast,F60_-nc.blast,F61_-nc.blast,F62_-nc.blast,F63_-nc.blast,F64_-nc.blast,F65_-nc.blast,F66_-nc.blast,F67_-nc.blast,F68_-nc.blast,F69_-nc.blast,F6_-nc.blast,F70_-nc.blast,F71_-nc.blast,F72_-nc.blast,F73_-nc.blast,F74_-nc.blast,F75_-nc.blast,F76_-nc.blast,F77_-nc.blast,F78_-nc.blast,F79_-nc.blast,F7_-nc.blast,F80_-nc.blast,F81_-nc.blast,F82_-nc.blast,F83_-nc.blast,F84_-nc.blast,F85_-nc.blast,F86_-nc.blast,F87_-nc.blast,F88_-nc.blast,F89_-nc.blast,F8_-nc.blast,F90_-nc.blast,F91_-nc.blast,F92_-nc.blast,F93_-nc.blast,F94_-nc.blast,F95_-nc.blast,F96_-nc.blast,F97_-nc.blast,F98_-nc.blast,F99_-nc.blast,F9_-nc.blast,N1-1_-nc.blast,N1-2_-nc.blast,N1-3_-nc.blast,N1-4_-nc.blast,N1-5_-nc.blast,N1-6_-nc.blast,N10-1_-nc.blast,N10-2_-nc.blast,N10-3_-nc.blast,N10-4_-nc.blast,N10-5_-nc.blast,N10-6_-nc.blast,N11-1_-nc.blast,N11-2_-nc.blast,N11-3_-nc.blast,N11-4_-nc.blast,N11-5_-nc.blast,N11-6_-nc.blast,N12-1_-nc.blast,N12-2_-nc.blast,N12-3_-nc.blast,N12-4_-nc.blast,N12-5_-nc.blast,N12-6_-nc.blast,N13-1_-nc.blast,N13-2_-nc.blast,N13-3_-nc.blast,N13-4_-nc.blast,N13-5_-nc.blast,N13-6_-nc.blast,N14-1_-nc.blast,N14-2_-nc.blast,N14-3_-nc.blast,N14-4_-nc.blast,N14-5_-nc.blast,N14-6_-nc.blast,N15-1_-nc.blast,N15-2_-nc.blast,N15-3_-nc.blast,N15-4_-nc.blast,N15-5_-nc.blast,N15-6_-nc.blast,N16-1_-nc.blast,N16-2_-nc.blast,N16-3_-nc.blast,N16-4_-nc.blast,N16-5_-nc.blast,N16-6_-nc.blast,N17-1_-nc.blast,N17-2_-nc.blast,N17-3_-nc.blast,N17-4_-nc.blast,N17-5_-nc.blast,N17-6_-nc.blast,N18-1_-nc.blast,N18-2_-nc.blast,N18-3_-nc.blast,N18-4_-nc.blast,N18-5_-nc.blast,N18-6_-nc.blast,N19-1_-nc.blast,N19-2_-nc.blast,N19-3_-nc.blast,N19-4_-nc.blast,N19-5_-nc.blast,N19-6_-nc.blast,N2-1_-nc.blast,N2-2_-nc.blast,N2-3_-nc.blast,N2-4_-nc.blast,N2-5_-nc.blast,N2-6_-nc.blast,N3-1_-nc.blast,N3-2_-nc.blast,N3-3_-nc.blast,N3-4_-nc.blast,N3-5_-nc.blast,N3-6_-nc.blast,N4-1_-nc.blast,N4-2_-nc.blast,N4-3_-nc.blast,N4-4_-nc.blast,N4-5_-nc.blast,N4-6_-nc.blast,N5-1_-nc.blast,N5-2_-nc.blast,N5-3_-nc.blast,N5-4_-nc.blast,N5-5_-nc.blast,N5-6_-nc.blast,N6-1_-nc.blast,N6-2_-nc.blast,N6-3_-nc.blast,N6-4_-nc.blast,N6-5_-nc.blast,N6-6_-nc.blast,N7-1_-nc.blast,N7-2_-nc.blast,N7-3_-nc.blast,N7-4_-nc.blast,N7-5_-nc.blast,N7-6_-nc.blast,N8-1_-nc.blast,N8-2_-nc.blast,N8-3_-nc.blast,N8-4_-nc.blast,N8-5_-nc.blast,N8-6_-nc.blast,N9-1_-nc.blast,N9-2_-nc.blast,N9-3_-nc.blast,N9-4_-nc.blast,N9-5_-nc.blast,N9-6_-nc.blast,NU10_-nc.blast,NU11_-nc.blast,NU12_-nc.blast,NU13_-nc.blast,NU14_-nc.blast,NU15_-nc.blast,NU16_-nc.blast,NU17_-nc.blast,NU18_-nc.blast,NU19_-nc.blast,NU1_-nc.blast,NU20_-nc.blast,NU21_-nc.blast,NU22_-nc.blast,NU23_-nc.blast,NU24_-nc.blast,NU2_-nc.blast,NU3_-nc.blast,NU4_-nc.blast,NU5_-nc.blast,NU6_-nc.blast,NU7_-nc.blast,NU8_-nc.blast,NU9_-nc.blast,P1-1_-nc.blast,P1-2_-nc.blast,P1-3_-nc.blast,P1-4_-nc.blast,P1-5_-nc.blast,P1-6_-nc.blast,P10-1_-nc.blast,P10-2_-nc.blast,P10-3_-nc.blast,P10-4_-nc.blast,P10-5_-nc.blast,P10-6_-nc.blast,P11-1_-nc.blast,P11-2_-nc.blast,P11-3_-nc.blast,P11-4_-nc.blast,P11-5_-nc.blast,P11-6_-nc.blast,P12-1_-nc.blast,P12-2_-nc.blast,P12-3_-nc.blast,P12-4_-nc.blast,P12-5_-nc.blast,P12-6_-nc.blast,P13-1_-nc.blast,P13-2_-nc.blast,P13-3_-nc.blast,P13-4_-nc.blast,P13-5_-nc.blast,P13-6_-nc.blast,P14-1_-nc.blast,P14-2_-nc.blast,P14-3_-nc.blast,P14-4_-nc.blast,P14-5_-nc.blast,P14-6_-nc.blast,P15-1_-nc.blast,P15-2_-nc.blast,P15-3_-nc.blast,P15-4_-nc.blast,P15-5_-nc.blast,P15-6_-nc.blast,P16-1_-nc.blast,P16-2_-nc.blast,P16-3_-nc.blast,P16-4_-nc.blast,P16-5_-nc.blast,P16-6_-nc.blast,P17-1_-nc.blast,P17-2_-nc.blast,P17-3_-nc.blast,P17-4_-nc.blast,P17-5_-nc.blast,P17-6_-nc.blast,P18-1_-nc.blast,P18-2_-nc.blast,P18-3_-nc.blast,P18-4_-nc.blast,P18-5_-nc.blast,P18-6_-nc.blast,P19-1_-nc.blast,P19-2_-nc.blast,P19-3_-nc.blast,P19-4_-nc.blast,P19-5_-nc.blast,P19-6_-nc.blast,P2-1_-nc.blast,P2-2_-nc.blast,P2-3_-nc.blast,P2-4_-nc.blast,P2-5_-nc.blast,P2-6_-nc.blast,P3-1_-nc.blast,P3-2_-nc.blast,P3-3_-nc.blast,P3-4_-nc.blast,P3-5_-nc.blast,P3-6_-nc.blast,P4-1_-nc.blast,P4-2_-nc.blast,P4-3_-nc.blast,P4-4_-nc.blast,P4-5_-nc.blast,P4-6_-nc.blast,P5-1_-nc.blast,P5-2_-nc.blast,P5-3_-nc.blast,P5-4_-nc.blast,P5-5_-nc.blast,P5-6_-nc.blast,P6-1_-nc.blast,P6-2_-nc.blast,P6-3_-nc.blast,P6-4_-nc.blast,P6-5_-nc.blast,P6-6_-nc.blast,P7-1_-nc.blast,P7-2_-nc.blast,P7-3_-nc.blast,P7-4_-nc.blast,P7-5_-nc.blast,P7-6_-nc.blast,P8-1_-nc.blast,P8-2_-nc.blast,P8-3_-nc.blast,P8-4_-nc.blast,P8-5_-nc.blast,P8-6_-nc.blast,P9-1_-nc.blast,P9-2_-nc.blast,P9-3_-nc.blast,P9-4_-nc.blast,P9-5_-nc.blast,P9-6_-nc.blast
Anguilla_anguilla,2503,0,0,0,274,0,0,1115,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,215,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Rhamphochromis_esox,7,1395,2856,1747,0,12,0,3306,0,5,0,31,0,11,0,498,63,3110,12,0,16,578,0,11,0,9,11,7,9,0,13,403,7,7,192,0,169,0,177,0,66,20,6,0,27,0,24,0,21,896,1647,17,1728,83,7,707,3645,16,0,6813,1537,21,878,64,36,0,1814,1109,220,28,11,17,21,5768,789,1312,6,1584,2156,20,19,0,9,0,9,0,15,0,0,0,6,0,12,0,5,9,0,10,12,0,9,0,25,0,0,6,0,16,31,6,0,0,0,0,7,4209,0,0,10,13,393,0,8,0,11,0,12,7,5,11,0,12,16,196,5,6,0,10,0,8,10,6101,18,0,6,16,0,25,0,9,8,0,5,0,9,10,15,0,23583,0,13,0,0,0,7,0,0,0,0,0,0,0,6,7,0,0,11,0,9,0,0,8,0,8,0,0,0,11,7,13,0,17,0,9,0,18,11,0,0,9,0,10,0,2930,5,0,0,0,0,22,0,0,20,0,14,0,9,0,9,25,0,6,0,19,0,19,0,14,6,0,0,0,8,0,0,7,5,0,0,0,9,0,5,0,0,0,0,0,0,0,0,9,0,8,21,0,7,0,0,0,0,9,0,8,0,11,9,0,0,0,462,0,602,0,7,0,0,5,0,0,0,8,0,0,5,0,0,11,0,0,7,0,0,0,0,0,0,9,0,0,0,0,5,0,0,5,0,0,0,11,0,0,0,13,0,12,0,14,0,9,0,0,0,0,0,0,0,7,10,0,14,8,0,0,24,0,16,10,0,13,0,5,0,6,6,12,0,8,0,0,0,262,27,0,0,16,0,37,0,16,34,0,32,0,31,5,0,32,9,22,17,10,0,0,58,14,0,0,12,0,12,0,6,5,0,5,0,6,0,0,5,13,0,14,0,14,0,12,0,8,0,9,0,15,0,17,9,0,11,6,0,11,180,6,19,0,13,0,15,217,0,13,17,903,19,0,19,127,16,5,0,0,8,0,16,0,0,0,0,10,0,15,7,5,0,12,6,0,0,0,6,0,0,0,9,0,8,0,0,7,0,10,0,5,5,5,0,26,0,6,0,8,0,0,0,7,0,6,0,7,144,0,16,0,17,14,0,5,5,0,11,0,6,0,0,103,0,0,752,1232,10,219,221,465,0,37,1482,9,16,167,0,0,382,14,0,0,0,13,0,0,14,22,14,8,7,24,0,0,0,20,0,0,0,49212,0,0,0,43,22,30,10,6,465,26,0,0,0,13,0,56,0,5,0,0,0,70,12,0,13,11,8,9,0,0,0,26,0,0,0,153,0,0,0,7,11,41,0,0,0,33,13,12,0,5,0,388,7,8,0,0,0,14,26,946,5191,0,5788,54,25,47,14,0,0,71,26,71,0,0,5139,28,29,16,5,11,17005,34,26,35,0,0,0,5,15,0,10,0,8,10,0,20,0,13,8,0,17,0,0,12,0,21,0,9,0,16,5,0,56459,42244,57517,73859,74315,56886,40225,52018,58268,19982,39782,44593,35926,24182,38730,49995,33049,61637,41650,38724,43931,41172,41466,40866,44756,35283,35998,38809,36996,41547,31875,43428,36204,23250,47270,49896,39468,33395,40834,42335,35739,35676,39764,26129,43092,36709,50154,35941,51289,46881,57619,48492,38118,36458,45098,41090,44893,47275,35185,35942,36095,36140,33879,39695,43618,35986,22464,41265,28134,22358,51,17,34434,2887,6553,4920,4605,5878,4588,33561,7182,48137,42555,43703,45820,35001,26749,36358,52315,30698,50921,36175,41342,47537,58473,61024,55198,57113,40920,28983,59223,46588,58170,38,51985,40076,55821,9196,34420,42307,41876,50354,53108,44560
Clupea_harengus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
