Tax_assignment,F100_-nc.blast.blast,F101_-nc.blast.blast,F102_-nc.blast.blast,F103_-nc.blast.blast,F104_-nc.blast.blast,F105_-nc.blast.blast,F106_-nc.blast.blast,F107_-nc.blast.blast,F108_-nc.blast.blast,F109_-nc.blast.blast,F10_-nc.blast.blast,F110_-nc.blast.blast,F111_-nc.blast.blast,F112_-nc.blast.blast,F113_-nc.blast.blast,F114_-nc.blast.blast,F115_-nc.blast.blast,F116_-nc.blast.blast,F117_-nc.blast.blast,F118_-nc.blast.blast,F119_-nc.blast.blast,F11_-nc.blast.blast,F120_-nc.blast.blast,F121_-nc.blast.blast,F122_-nc.blast.blast,F123_-nc.blast.blast,F124_-nc.blast.blast,F125_-nc.blast.blast,F126_-nc.blast.blast,F127_-nc.blast.blast,F128_-nc.blast.blast,F129_-nc.blast.blast,F12_-nc.blast.blast,F130_-nc.blast.blast,F131_-nc.blast.blast,F132_-nc.blast.blast,F133_-nc.blast.blast,F134_-nc.blast.blast,F135_-nc.blast.blast,F136_-nc.blast.blast,F137_-nc.blast.blast,F138_-nc.blast.blast,F139_-nc.blast.blast,F13_-nc.blast.blast,F140_-nc.blast.blast,F141_-nc.blast.blast,F142_-nc.blast.blast,F143_-nc.blast.blast,F144_-nc.blast.blast,F145_-nc.blast.blast,F146_-nc.blast.blast,F147_-nc.blast.blast,F148_-nc.blast.blast,F149_-nc.blast.blast,F14_-nc.blast.blast,F150_-nc.blast.blast,F151_-nc.blast.blast,F152_-nc.blast.blast,F153_-nc.blast.blast,F154_-nc.blast.blast,F155_-nc.blast.blast,F156_-nc.blast.blast,F157_-nc.blast.blast,F158_-nc.blast.blast,F159_-nc.blast.blast,F15_-nc.blast.blast,F160_-nc.blast.blast,F161_-nc.blast.blast,F162_-nc.blast.blast,F163_-nc.blast.blast,F164_-nc.blast.blast,F165_-nc.blast.blast,F166_-nc.blast.blast,F167_-nc.blast.blast,F168_-nc.blast.blast,F169_-nc.blast.blast,F16_-nc.blast.blast,F170_-nc.blast.blast,F171_-nc.blast.blast,F172_-nc.blast.blast,F173_-nc.blast.blast,F174_-nc.blast.blast,F175_-nc.blast.blast,F176_-nc.blast.blast,F177_-nc.blast.blast,F178_-nc.blast.blast,F179_-nc.blast.blast,F17_-nc.blast.blast,F180_-nc.blast.blast,F181_-nc.blast.blast,F182_-nc.blast.blast,F183_-nc.blast.blast,F184_-nc.blast.blast,F185_-nc.blast.blast,F186_-nc.blast.blast,F187_-nc.blast.blast,F188_-nc.blast.blast,F189_-nc.blast.blast,F18_-nc.blast.blast,F190_-nc.blast.blast,F191_-nc.blast.blast,F192_-nc.blast.blast,F193_-nc.blast.blast,F194_-nc.blast.blast,F195_-nc.blast.blast,F196_-nc.blast.blast,F197_-nc.blast.blast,F198_-nc.blast.blast,F199_-nc.blast.blast,F19_-nc.blast.blast,F1_-nc.blast.blast,F200_-nc.blast.blast,F201_-nc.blast.blast,F202_-nc.blast.blast,F203_-nc.blast.blast,F204_-nc.blast.blast,F205_-nc.blast.blast,F206_-nc.blast.blast,F207_-nc.blast.blast,F208_-nc.blast.blast,F209_-nc.blast.blast,F20_-nc.blast.blast,F210_-nc.blast.blast,F211_-nc.blast.blast,F212_-nc.blast.blast,F213_-nc.blast.blast,F214_-nc.blast.blast,F215_-nc.blast.blast,F216_-nc.blast.blast,F217_-nc.blast.blast,F218_-nc.blast.blast,F219_-nc.blast.blast,F21_-nc.blast.blast,F220_-nc.blast.blast,F221_-nc.blast.blast,F222_-nc.blast.blast,F223_-nc.blast.blast,F224_-nc.blast.blast,F225_-nc.blast.blast,F226_-nc.blast.blast,F227_-nc.blast.blast,F228_-nc.blast.blast,F229_-nc.blast.blast,F22_-nc.blast.blast,F230_-nc.blast.blast,F231_-nc.blast.blast,F232_-nc.blast.blast,F233_-nc.blast.blast,F234_-nc.blast.blast,F235_-nc.blast.blast,F236_-nc.blast.blast,F237_-nc.blast.blast,F238_-nc.blast.blast,F239_-nc.blast.blast,F23_-nc.blast.blast,F240_-nc.blast.blast,F241_-nc.blast.blast,F242_-nc.blast.blast,F243_-nc.blast.blast,F244_-nc.blast.blast,F245_-nc.blast.blast,F246_-nc.blast.blast,F247_-nc.blast.blast,F248_-nc.blast.blast,F249_-nc.blast.blast,F24_-nc.blast.blast,F250_-nc.blast.blast,F251_-nc.blast.blast,F252_-nc.blast.blast,F253_-nc.blast.blast,F254_-nc.blast.blast,F255_-nc.blast.blast,F256_-nc.blast.blast,F257_-nc.blast.blast,F258_-nc.blast.blast,F259_-nc.blast.blast,F25_-nc.blast.blast,F260_-nc.blast.blast,F261_-nc.blast.blast,F262_-nc.blast.blast,F263_-nc.blast.blast,F264_-nc.blast.blast,F265_-nc.blast.blast,F266_-nc.blast.blast,F267_-nc.blast.blast,F268_-nc.blast.blast,F269_-nc.blast.blast,F26_-nc.blast.blast,F270_-nc.blast.blast,F271_-nc.blast.blast,F272_-nc.blast.blast,F273_-nc.blast.blast,F274_-nc.blast.blast,F275_-nc.blast.blast,F276_-nc.blast.blast,F277_-nc.blast.blast,F278_-nc.blast.blast,F279_-nc.blast.blast,F27_-nc.blast.blast,F280_-nc.blast.blast,F281_-nc.blast.blast,F282_-nc.blast.blast,F283_-nc.blast.blast,F284_-nc.blast.blast,F285_-nc.blast.blast,F286_-nc.blast.blast,F287_-nc.blast.blast,F288_-nc.blast.blast,F289_-nc.blast.blast,F28_-nc.blast.blast,F290_-nc.blast.blast,F291_-nc.blast.blast,F292_-nc.blast.blast,F293_-nc.blast.blast,F294_-nc.blast.blast,F295_-nc.blast.blast,F296_-nc.blast.blast,F297_-nc.blast.blast,F298_-nc.blast.blast,F299_-nc.blast.blast,F29_-nc.blast.blast,F2_-nc.blast.blast,F300_-nc.blast.blast,F301_-nc.blast.blast,F302_-nc.blast.blast,F303_-nc.blast.blast,F304_-nc.blast.blast,F305_-nc.blast.blast,F306_-nc.blast.blast,F307_-nc.blast.blast,F308_-nc.blast.blast,F309_-nc.blast.blast,F30_-nc.blast.blast,F310_-nc.blast.blast,F311_-nc.blast.blast,F312_-nc.blast.blast,F313_-nc.blast.blast,F314_-nc.blast.blast,F315_-nc.blast.blast,F316_-nc.blast.blast,F317_-nc.blast.blast,F318_-nc.blast.blast,F319_-nc.blast.blast,F31_-nc.blast.blast,F320_-nc.blast.blast,F321_-nc.blast.blast,F322_-nc.blast.blast,F323_-nc.blast.blast,F324_-nc.blast.blast,F325_-nc.blast.blast,F326_-nc.blast.blast,F327_-nc.blast.blast,F328_-nc.blast.blast,F329_-nc.blast.blast,F32_-nc.blast.blast,F330_-nc.blast.blast,F331_-nc.blast.blast,F332_-nc.blast.blast,F333_-nc.blast.blast,F334_-nc.blast.blast,F335_-nc.blast.blast,F336_-nc.blast.blast,F337_-nc.blast.blast,F338_-nc.blast.blast,F339_-nc.blast.blast,F33_-nc.blast.blast,F340_-nc.blast.blast,F341_-nc.blast.blast,F342_-nc.blast.blast,F343_-nc.blast.blast,F344_-nc.blast.blast,F345_-nc.blast.blast,F346_-nc.blast.blast,F347_-nc.blast.blast,F348_-nc.blast.blast,F349_-nc.blast.blast,F34_-nc.blast.blast,F350_-nc.blast.blast,F351_-nc.blast.blast,F352_-nc.blast.blast,F353_-nc.blast.blast,F354_-nc.blast.blast,F355_-nc.blast.blast,F356_-nc.blast.blast,F357_-nc.blast.blast,F358_-nc.blast.blast,F359_-nc.blast.blast,F35_-nc.blast.blast,F360_-nc.blast.blast,F361_-nc.blast.blast,F362_-nc.blast.blast,F363_-nc.blast.blast,F364_-nc.blast.blast,F365_-nc.blast.blast,F366_-nc.blast.blast,F367_-nc.blast.blast,F368_-nc.blast.blast,F369_-nc.blast.blast,F36_-nc.blast.blast,F370_-nc.blast.blast,F371_-nc.blast.blast,F372_-nc.blast.blast,F373_-nc.blast.blast,F374_-nc.blast.blast,F375_-nc.blast.blast,F376_-nc.blast.blast,F377_-nc.blast.blast,F378_-nc.blast.blast,F379_-nc.blast.blast,F37_-nc.blast.blast,F380_-nc.blast.blast,F381_-nc.blast.blast,F382_-nc.blast.blast,F383_-nc.blast.blast,F384_-nc.blast.blast,F385_-nc.blast.blast,F386_-nc.blast.blast,F387_-nc.blast.blast,F388_-nc.blast.blast,F389_-nc.blast.blast,F38_-nc.blast.blast,F390_-nc.blast.blast,F391_-nc.blast.blast,F392_-nc.blast.blast,F393_-nc.blast.blast,F394_-nc.blast.blast,F395_-nc.blast.blast,F396_-nc.blast.blast,F397_-nc.blast.blast,F398_-nc.blast.blast,F399_-nc.blast.blast,F39_-nc.blast.blast,F3_-nc.blast.blast,F400_-nc.blast.blast,F401_-nc.blast.blast,F402_-nc.blast.blast,F403_-nc.blast.blast,F404_-nc.blast.blast,F405_-nc.blast.blast,F406_-nc.blast.blast,F407_-nc.blast.blast,F408_-nc.blast.blast,F409_-nc.blast.blast,F40_-nc.blast.blast,F410_-nc.blast.blast,F411_-nc.blast.blast,F412_-nc.blast.blast,F413_-nc.blast.blast,F414_-nc.blast.blast,F415_-nc.blast.blast,F416_-nc.blast.blast,F417_-nc.blast.blast,F418_-nc.blast.blast,F419_-nc.blast.blast,F41_-nc.blast.blast,F420_-nc.blast.blast,F421_-nc.blast.blast,F422_-nc.blast.blast,F423_-nc.blast.blast,F424_-nc.blast.blast,F425_-nc.blast.blast,F426_-nc.blast.blast,F427_-nc.blast.blast,F428_-nc.blast.blast,F429_-nc.blast.blast,F42_-nc.blast.blast,F430_-nc.blast.blast,F431_-nc.blast.blast,F432_-nc.blast.blast,F433_-nc.blast.blast,F434_-nc.blast.blast,F435_-nc.blast.blast,F436_-nc.blast.blast,F437_-nc.blast.blast,F438_-nc.blast.blast,F439_-nc.blast.blast,F43_-nc.blast.blast,F440_-nc.blast.blast,F441_-nc.blast.blast,F442_-nc.blast.blast,F443_-nc.blast.blast,F444_-nc.blast.blast,F445_-nc.blast.blast,F446_-nc.blast.blast,F447_-nc.blast.blast,F448_-nc.blast.blast,F449_-nc.blast.blast,F44_-nc.blast.blast,F450_-nc.blast.blast,F451_-nc.blast.blast,F452_-nc.blast.blast,F453_-nc.blast.blast,F454_-nc.blast.blast,F455_-nc.blast.blast,F456_-nc.blast.blast,F457_-nc.blast.blast,F458_-nc.blast.blast,F459_-nc.blast.blast,F45_-nc.blast.blast,F460_-nc.blast.blast,F461_-nc.blast.blast,F462_-nc.blast.blast,F463_-nc.blast.blast,F464_-nc.blast.blast,F465_-nc.blast.blast,F466_-nc.blast.blast,F467_-nc.blast.blast,F468_-nc.blast.blast,F469_-nc.blast.blast,F46_-nc.blast.blast,F470_-nc.blast.blast,F471_-nc.blast.blast,F472_-nc.blast.blast,F473_-nc.blast.blast,F474_-nc.blast.blast,F475_-nc.blast.blast,F476_-nc.blast.blast,F477_-nc.blast.blast,F478_-nc.blast.blast,F479_-nc.blast.blast,F47_-nc.blast.blast,F480_-nc.blast.blast,F481_-nc.blast.blast,F482_-nc.blast.blast,F483_-nc.blast.blast,F484_-nc.blast.blast,F485_-nc.blast.blast,F486_-nc.blast.blast,F487_-nc.blast.blast,F488_-nc.blast.blast,F489_-nc.blast.blast,F48_-nc.blast.blast,F490_-nc.blast.blast,F491_-nc.blast.blast,F492_-nc.blast.blast,F493_-nc.blast.blast,F494_-nc.blast.blast,F495_-nc.blast.blast,F496_-nc.blast.blast,F497_-nc.blast.blast,F498_-nc.blast.blast,F499_-nc.blast.blast,F49_-nc.blast.blast,F4_-nc.blast.blast,F500_-nc.blast.blast,F501_-nc.blast.blast,F502_-nc.blast.blast,F503_-nc.blast.blast,F504_-nc.blast.blast,F505_-nc.blast.blast,F506_-nc.blast.blast,F507_-nc.blast.blast,F508_-nc.blast.blast,F50_-nc.blast.blast,F51_-nc.blast.blast,F52_-nc.blast.blast,F53_-nc.blast.blast,F54_-nc.blast.blast,F55_-nc.blast.blast,F56_-nc.blast.blast,F57_-nc.blast.blast,F58_-nc.blast.blast,F59_-nc.blast.blast,F5_-nc.blast.blast,F60_-nc.blast.blast,F61_-nc.blast.blast,F62_-nc.blast.blast,F63_-nc.blast.blast,F64_-nc.blast.blast,F65_-nc.blast.blast,F66_-nc.blast.blast,F67_-nc.blast.blast,F68_-nc.blast.blast,F69_-nc.blast.blast,F6_-nc.blast.blast,F70_-nc.blast.blast,F71_-nc.blast.blast,F72_-nc.blast.blast,F73_-nc.blast.blast,F74_-nc.blast.blast,F75_-nc.blast.blast,F76_-nc.blast.blast,F77_-nc.blast.blast,F78_-nc.blast.blast,F79_-nc.blast.blast,F7_-nc.blast.blast,F80_-nc.blast.blast,F81_-nc.blast.blast,F82_-nc.blast.blast,F83_-nc.blast.blast,F84_-nc.blast.blast,F85_-nc.blast.blast,F86_-nc.blast.blast,F87_-nc.blast.blast,F88_-nc.blast.blast,F89_-nc.blast.blast,F8_-nc.blast.blast,F90_-nc.blast.blast,F91_-nc.blast.blast,F92_-nc.blast.blast,F93_-nc.blast.blast,F94_-nc.blast.blast,F95_-nc.blast.blast,F96_-nc.blast.blast,F97_-nc.blast.blast,F98_-nc.blast.blast,F99_-nc.blast.blast,F9_-nc.blast.blast,N1-1_-nc.blast.blast,N1-2_-nc.blast.blast,N1-3_-nc.blast.blast,N1-4_-nc.blast.blast,N1-5_-nc.blast.blast,N1-6_-nc.blast.blast,N10-1_-nc.blast.blast,N10-2_-nc.blast.blast,N10-3_-nc.blast.blast,N10-4_-nc.blast.blast,N10-5_-nc.blast.blast,N10-6_-nc.blast.blast,N11-1_-nc.blast.blast,N11-2_-nc.blast.blast,N11-3_-nc.blast.blast,N11-4_-nc.blast.blast,N11-5_-nc.blast.blast,N11-6_-nc.blast.blast,N12-1_-nc.blast.blast,N12-2_-nc.blast.blast,N12-3_-nc.blast.blast,N12-4_-nc.blast.blast,N12-5_-nc.blast.blast,N12-6_-nc.blast.blast,N13-1_-nc.blast.blast,N13-2_-nc.blast.blast,N13-3_-nc.blast.blast,N13-4_-nc.blast.blast,N13-5_-nc.blast.blast,N13-6_-nc.blast.blast,N14-1_-nc.blast.blast,N14-2_-nc.blast.blast,N14-3_-nc.blast.blast,N14-4_-nc.blast.blast,N14-5_-nc.blast.blast,N14-6_-nc.blast.blast,N15-1_-nc.blast.blast,N15-2_-nc.blast.blast,N15-3_-nc.blast.blast,N15-4_-nc.blast.blast,N15-5_-nc.blast.blast,N15-6_-nc.blast.blast,N16-1_-nc.blast.blast,N16-2_-nc.blast.blast,N16-3_-nc.blast.blast,N16-4_-nc.blast.blast,N16-5_-nc.blast.blast,N16-6_-nc.blast.blast,N17-1_-nc.blast.blast,N17-2_-nc.blast.blast,N17-3_-nc.blast.blast,N17-4_-nc.blast.blast,N17-5_-nc.blast.blast,N17-6_-nc.blast.blast,N18-1_-nc.blast.blast,N18-2_-nc.blast.blast,N18-3_-nc.blast.blast,N18-4_-nc.blast.blast,N18-5_-nc.blast.blast,N18-6_-nc.blast.blast,N19-1_-nc.blast.blast,N19-2_-nc.blast.blast,N19-3_-nc.blast.blast,N19-4_-nc.blast.blast,N19-5_-nc.blast.blast,N19-6_-nc.blast.blast,N2-1_-nc.blast.blast,N2-2_-nc.blast.blast,N2-3_-nc.blast.blast,N2-4_-nc.blast.blast,N2-5_-nc.blast.blast,N2-6_-nc.blast.blast,N3-1_-nc.blast.blast,N3-2_-nc.blast.blast,N3-3_-nc.blast.blast,N3-4_-nc.blast.blast,N3-5_-nc.blast.blast,N3-6_-nc.blast.blast,N4-1_-nc.blast.blast,N4-2_-nc.blast.blast,N4-3_-nc.blast.blast,N4-4_-nc.blast.blast,N4-5_-nc.blast.blast,N4-6_-nc.blast.blast,N5-1_-nc.blast.blast,N5-2_-nc.blast.blast,N5-3_-nc.blast.blast,N5-4_-nc.blast.blast,N5-5_-nc.blast.blast,N5-6_-nc.blast.blast,N6-1_-nc.blast.blast,N6-2_-nc.blast.blast,N6-3_-nc.blast.blast,N6-4_-nc.blast.blast,N6-5_-nc.blast.blast,N6-6_-nc.blast.blast,N7-1_-nc.blast.blast,N7-2_-nc.blast.blast,N7-3_-nc.blast.blast,N7-4_-nc.blast.blast,N7-5_-nc.blast.blast,N7-6_-nc.blast.blast,N8-1_-nc.blast.blast,N8-2_-nc.blast.blast,N8-3_-nc.blast.blast,N8-4_-nc.blast.blast,N8-5_-nc.blast.blast,N8-6_-nc.blast.blast,N9-1_-nc.blast.blast,N9-2_-nc.blast.blast,N9-3_-nc.blast.blast,N9-4_-nc.blast.blast,N9-5_-nc.blast.blast,N9-6_-nc.blast.blast,NU10_-nc.blast.blast,NU11_-nc.blast.blast,NU12_-nc.blast.blast,NU13_-nc.blast.blast,NU14_-nc.blast.blast,NU15_-nc.blast.blast,NU16_-nc.blast.blast,NU17_-nc.blast.blast,NU18_-nc.blast.blast,NU19_-nc.blast.blast,NU1_-nc.blast.blast,NU20_-nc.blast.blast,NU21_-nc.blast.blast,NU22_-nc.blast.blast,NU23_-nc.blast.blast,NU24_-nc.blast.blast,NU2_-nc.blast.blast,NU3_-nc.blast.blast,NU4_-nc.blast.blast,NU5_-nc.blast.blast,NU6_-nc.blast.blast,NU7_-nc.blast.blast,NU8_-nc.blast.blast,NU9_-nc.blast.blast,P1-1_-nc.blast.blast,P1-2_-nc.blast.blast,P1-3_-nc.blast.blast,P1-4_-nc.blast.blast,P1-5_-nc.blast.blast,P1-6_-nc.blast.blast,P10-1_-nc.blast.blast,P10-2_-nc.blast.blast,P10-3_-nc.blast.blast,P10-4_-nc.blast.blast,P10-5_-nc.blast.blast,P10-6_-nc.blast.blast,P11-1_-nc.blast.blast,P11-2_-nc.blast.blast,P11-3_-nc.blast.blast,P11-4_-nc.blast.blast,P11-5_-nc.blast.blast,P11-6_-nc.blast.blast,P12-1_-nc.blast.blast,P12-2_-nc.blast.blast,P12-3_-nc.blast.blast,P12-4_-nc.blast.blast,P12-5_-nc.blast.blast,P12-6_-nc.blast.blast,P13-1_-nc.blast.blast,P13-2_-nc.blast.blast,P13-3_-nc.blast.blast,P13-4_-nc.blast.blast,P13-5_-nc.blast.blast,P13-6_-nc.blast.blast,P14-1_-nc.blast.blast,P14-2_-nc.blast.blast,P14-3_-nc.blast.blast,P14-4_-nc.blast.blast,P14-5_-nc.blast.blast,P14-6_-nc.blast.blast,P15-1_-nc.blast.blast,P15-2_-nc.blast.blast,P15-3_-nc.blast.blast,P15-4_-nc.blast.blast,P15-5_-nc.blast.blast,P15-6_-nc.blast.blast,P16-1_-nc.blast.blast,P16-2_-nc.blast.blast,P16-3_-nc.blast.blast,P16-4_-nc.blast.blast,P16-5_-nc.blast.blast,P16-6_-nc.blast.blast,P17-1_-nc.blast.blast,P17-2_-nc.blast.blast,P17-3_-nc.blast.blast,P17-4_-nc.blast.blast,P17-5_-nc.blast.blast,P17-6_-nc.blast.blast,P18-1_-nc.blast.blast,P18-2_-nc.blast.blast,P18-3_-nc.blast.blast,P18-4_-nc.blast.blast,P18-5_-nc.blast.blast,P18-6_-nc.blast.blast,P19-1_-nc.blast.blast,P19-2_-nc.blast.blast,P19-3_-nc.blast.blast,P19-4_-nc.blast.blast,P19-5_-nc.blast.blast,P19-6_-nc.blast.blast,P2-1_-nc.blast.blast,P2-2_-nc.blast.blast,P2-3_-nc.blast.blast,P2-4_-nc.blast.blast,P2-5_-nc.blast.blast,P2-6_-nc.blast.blast,P3-1_-nc.blast.blast,P3-2_-nc.blast.blast,P3-3_-nc.blast.blast,P3-4_-nc.blast.blast,P3-5_-nc.blast.blast,P3-6_-nc.blast.blast,P4-1_-nc.blast.blast,P4-2_-nc.blast.blast,P4-3_-nc.blast.blast,P4-4_-nc.blast.blast,P4-5_-nc.blast.blast,P4-6_-nc.blast.blast,P5-1_-nc.blast.blast,P5-2_-nc.blast.blast,P5-3_-nc.blast.blast,P5-4_-nc.blast.blast,P5-5_-nc.blast.blast,P5-6_-nc.blast.blast,P6-1_-nc.blast.blast,P6-2_-nc.blast.blast,P6-3_-nc.blast.blast,P6-4_-nc.blast.blast,P6-5_-nc.blast.blast,P6-6_-nc.blast.blast,P7-1_-nc.blast.blast,P7-2_-nc.blast.blast,P7-3_-nc.blast.blast,P7-4_-nc.blast.blast,P7-5_-nc.blast.blast,P7-6_-nc.blast.blast,P8-1_-nc.blast.blast,P8-2_-nc.blast.blast,P8-3_-nc.blast.blast,P8-4_-nc.blast.blast,P8-5_-nc.blast.blast,P8-6_-nc.blast.blast,P9-1_-nc.blast.blast,P9-2_-nc.blast.blast,P9-3_-nc.blast.blast,P9-4_-nc.blast.blast,P9-5_-nc.blast.blast,P9-6_-nc.blast.blast
Cloeon_dipterum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squalius_cephalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
