KT726131.1,9606
378968126,59291
91717367,268249
KR333631.1,77133
926459863,68724
936230964,9606
KC990420.1,221218
955472561,5158
585469646,1211
KF938355.1,9940
590074700,77133
KP210473.1,1610701
194303959,8049
347801267,9906
DQ447668.1,77803
JX910547.1,167844
KJ778677.1,8845
56698760,8060
229501270,9913
4837618,75140
1008287480,77133
KP877614.1,1643390
1035661863,451842
385760871,77133
291002187,8128
1022949516,9606
943816667,77133
969986284,659677
577029811,9615
194303679,8049
793958732,77133
238550606,9054
1022950202,9606
JQ703633.1,9606
19423752,8934
AY164527.1,75844
KC252426.1,9606
253825636,77133
346227942,37012
662034212,9913
AF173711.1,107026
333777594,77133
KU644666.1,9612
1028328686,9615
808177846,1643390
1022947920,9606
KR059196.1,9925
KT223567.1,1792849
FJ383331.1,9606
984684459,37012
JQ692071.1,30521
KP013116.1,28800
724106460,77133
KF664963.1,1949207
KU291046.1,9615
KR866125.1,9925
KP814654.1,77133
KJ627925.1,134920
JN191193.1,9597
AY147244.1,213854
1028328170,9615
292807378,9606
301031228,194544
KX247381.1,9925
724145657,77133
220978706,179110
347801883,9883
1028335817,9615
1035662743,30521
HQ012216.1,9606
301031226,194544
301031225,194544
1028329484,9615
1028335873,9615
1022950440,9606
2213696,8868
755161476,1610701
514389444,9606
1028335257,9615
GU946982.1,9901
1053099143,9606
808177930,1643390
932252624,137271
GU220221.1,194544
537366392,352921
304442578,10847
KT943516.1,286572
846388166,10090
KR059186.1,9925
583828912,9940
724121422,77133
AF023192.1,67547
353025406,9597
KX231660.1,9606
229501298,9913
KJ627933.1,1480062
KF214120.1,635157
XM_011722773.1,9545
KR059201.1,9925
KR059192.1,9925
358726150,547489
8886853,8996
KR059216.1,9925
63081765,70541
1022950538,9606
FJ493508.1,9606
U52730.1,47560
KF214121.1,635157
37718657,9606
666359823,344906
9438160,6669
HM996895.1,9606
1028331568,9615
194303777,8049
91717358,77799
91717357,274647
91717356,77803
906345770,9925
946518836,9913
91717353,283765
91717352,48668
282722785,494514
1028335313,9615
927600,41691
62959329,120858
KR059222.1,9923
AB127393.1,28800
KT726123.1,9606
GQ249623.1,120858
806639507,9606
KT013297.1,9606
948550225,1732171
KR334398.1,77133
AP008321.1,9606
LT572682.1,77133
1041941120,7962
751414549,1606565
LC062075.1,10090
KT726121.1,9606
AY028488.2,156881
GU946980.1,9901
GU477628.1,8128
LT573132.1,77133
147886354,47553
KR072815.1,77133
937348916,9054
HM063539.1,75836
906345378,9925
KP641358.1,8153
223014666,9606
295293394,37011
459926842,263549
EU880307.1,30374
KF562761.1,1415635
659106684,13095
364703191,155900
JN318351.1,547489
EU880329.1,226889
550825877,9606
555293401,9606
1033473265,77133
GU220202.1,194544
555296901,9606
DQ283421.1,8316
670608690,1527652
AY222462.1,226889
690017570,131310
AC183765.3,9598
545776249,9606
EF532234.1,302540
EU880325.1,156859
906345574,9923
846388237,10090
846388231,10090
KU521421.1,9606
56122859,47554
56122858,30329
982742511,1435197
KM276867.1,77133
KC985151.1,9606
GU220177.1,194544
846388162,10090
56122850,302541
56122855,30328
AL163540.11,9606
56122857,30329
909158862,77133
767402035,1628817
JQ323111.1,77133
11139879,48668
304442290,10847
18251070,181626
269113444,500842
CP011892.1,112262
AY222473.1,226889
1043092243,756884
KT991333.1,156881
31620885,9606
724103994,77133
KX211953.1,37011
KF938346.1,9940
675023224,8839
350995271,9597
558479034,9615
GU220222.1,194544
KR106993.1,72004
DQ839499.1,77133
726965407,9606
1045893044,1874555
JN398094.1,77133
KX211951.1,37011
985482577,1297001
EU877714.1,8049
700276289,9606
685165098,1545683
KR059198.1,9925
FJ215031.1,8052
AY222460.1,226889
343478459,316406
320041893,77133
FJ938044.1,189295
29500524,9606
AY164519.1,75839
GQ337537.1,9606
AC107940.13,9606
416949246,9606
KJ154368.1,9606
669175205,61627
158935689,8934
158935683,9054
56682670,59542
158935686,8996
550823203,9606
GU220219.1,194544
KC252467.1,9606
KM314413.1,77133
AY255142.1,9606
KX211941.1,756884
KT725939.1,9606
519125389,9606
583829052,9940
KF938358.1,9940
1028330238,9615
FN673994.1,9606
690029403,387005
JN628854.1,445506
1028336055,9615
DQ283447.1,377299
45385378,266380
647737405,9615
998452836,9606
281307585,345744
JN628852.1,526958
325550933,489831
KU255082.1,1480064
GU477626.1,8128
1023302139,9606
304442638,10847
KC252538.1,9606
820719609,564077
JN628850.1,323800
KC252405.1,9606
GU477624.1,8128
GU189658.1,9597
936230810,9606
614530203,9606
KF162331.1,9606
GQ464307.1,30521
GU189677.1,9597
325550935,489831
AC231380.2,9606
1042510805,1869232
GQ464309.1,30521
EU880339.1,8324
399107339,77133
1042510803,1869244
820957780,115229
545749678,9606
KU291057.1,9615
KJ627930.1,1480062
525316188,9606
133751488,164851
298539981,77133
KU234535.1,765333
KT448273.1,68724
606234115,9606
393193706,1204385
KF451635.1,9606
KU308539.1,37011
AF507682.1,164851
347802695,66440
AC013437.8,9606
936230600,9606
6318686,28680
AF507684.1,164851
25006026,137881
307640016,886298
KJ135626.1,51549
KU291053.1,9615
HM063538.1,28680
347801253,9904
KR059191.1,9925
254547186,291826
948550169,328524
669034280,13095
307712650,77133
998452542,9606
KT725921.1,9606
37901513,226889
EF532244.1,47555
675820202,562
550825275,9606
KT726100.1,9606
KP742643.1,318341
KR335426.1,77133
KU291045.1,9615
KC994083.1,9606
1027946516,9606
HM753695.1,10847
AC134878.3,9606
724107571,77133
1039678257,163617
KP859999.1,77133
AB186891.1,77133
717490127,198431
HM346883.1,9606
436882,7962
KU291047.1,9615
1028335621,9615
961441677,1767050
1028329190,9615
HM753697.1,10847
KM301011.1,77133
378968224,59291
213689764,77133
KU291041.1,9615
KM315769.1,77133
403488271,466049
DQ131207.1,213853
294679487,743960
CP007219.1,1460371
333777589,77133
KT749779.1,9606
GU370125.1,47969
KX211935.1,9597
HM753691.1,10847
985483635,263525
692113565,8384
LM996884.1,562
KT749775.1,9606
GQ464311.1,30521
529108300,77133
290877970,8932
1028327414,9615
LC062067.1,10090
807066819,494514
KU308547.1,37012
77176570,47561
256013414,64550
KT749777.1,9606
350280512,10847
KU308541.1,37011
DQ447665.1,283765
1042265604,9606
936230866,9606
HQ711547.1,489831
944543433,99804
642944115,134920
642944116,134920
642944117,134920
936230558,9606
642944111,134920
642944112,134920
642944113,134920
1035662757,30521
984292769,9606
301031236,194544
301031237,194544
301031230,194544
642944119,1480062
301031232,194544
301031233,194544
JX910543.1,1237181
1022950300,9606
GQ337581.1,9606
874533676,77133
998452668,9606
KT749791.1,9606
AF173704.1,8865
1010923206,1028180
EU877712.1,8049
281188365,9597
1053099157,9606
EU370437.1,509925
558611177,172907
KF148102.1,9606
29372575,77133
1022947628,9606
808177944,1643390
255366519,9606
675818129,562
799177493,77133
1046810705,1086707
281188561,9597
1028327526,9615
EU877726.1,8049
817597970,630221
KR059205.1,9925
724104520,77133
320579892,77133
EU877718.1,8049
EU877720.1,8049
532165062,75854
27819250,9606
AJ133162.1,163908
452755043,1286311
229501284,9913
513045326,635157
EU877722.1,8049
KT749781.1,9606
513045323,635157
513045320,635157
1042266535,37011
724102520,77133
KU308545.1,37012
91717354,379085
HM063552.1,337036
821091567,8058
91717363,101879
821091565,185739
821091564,8060
91717366,285706
327396783,42663
91717364,101877
821091560,163112
946518794,9913
946518850,9913
946518822,9913
906345742,9923
821091569,185735
AP009126.1,371725
1022947712,9606
550824323,9606
846388127,10090
806639591,9606
299891771,171953
1022694803,643353
751247137,9913
948550211,137271
KJ704989.1,30521
JX188254.1,1045269
298367417,9606
675584507,9606
119654922,9606
987976949,9541
JN191230.1,37012
1028336097,9615
61287840,9606
523917038,1355883
KT184924.1,203117
AF038493.1,71761
KF982693.1,63221
HM753699.1,10847
171453165,9606
194303693,8049
670608689,8127
906345546,9925
KR059225.1,9925
KF469287.1,8839
LM540398.1,387005
194303987,8049
583829332,9940
684137965,156588
684137964,156588
684137967,156588
238416114,77133
684137963,156588
586947659,9940
333945215,9615
145203067,77133
831844821,1184151
1022949922,9606
906345588,9925
846388225,10090
156077579,9606
846388176,10090
670800394,8839
FJ383334.1,9606
846388170,10090
5359549,9945
LC062050.1,10090
189409272,9598
808162080,77022
536187613,9606
583829192,9940
FJ383332.1,9606
846555229,77133
1033473321,77133
GU370126.1,8128
KJ856693.1,9606
290878007,75839
290878006,75839
290878004,9054
DQ092288.1,323755
304442350,10847
28376844,9606
KJ627934.1,1480064
864423755,77133
KR059217.1,9925
985482563,1792849
583829600,9913
KU521405.1,9606
998452780,9606
506985260,175245
717483383,77133
1028332629,9615
FJ383714.1,9606
1028331848,9615
KT715810.1,1732171
EU877733.1,8049
946518752,9913
KT726140.1,9606
906345700,9923
56682669,9943
JN191232.1,37012
396580985,1211648
DQ337063.1,77133
1043092341,37011
KF540661.1,9606
556700625,9606
724138829,77133
FR846971.1,9606
HQ890328.1,132587
723429447,9615
1008287549,77133
555293191,9606
FJ383710.1,9606
KP211939.1,8932
AC146433.3,9598
KM313738.1,77133
998452794,9606
256956108,156588
998452822,9606
KF938348.1,9940
844171781,75372
LC062072.1,10090
260609457,77133
260609456,77133
304442626,10847
KJ154906.1,9606
532694219,9913
74150304,10090
51894756,9606
378554533,348707
EF532243.1,30329
FJ951588.1,9606
KJ154829.1,9606
KT726134.1,9606
528748740,9940
364602106,155900
JX316027.1,1211648
78172626,353262
755571791,8845
1028331442,9615
748762882,343527
556711307,9606
606233387,9606
545762823,9606
KT726136.1,9606
926459975,32534
606233471,9606
364652070,155900
KT290557.1,137271
LC062083.1,10090
LC062052.1,10090
1028332825,9615
385763480,77133
KR059213.1,9925
874556173,77133
JF727222.1,9597
U63885.1,50380
KU171100.1,9606
119225205,27704
KR059215.1,9925
JQ846020.1,30521
JN695762.1,8839
324022976,34924
JF727220.2,9597
AP013327.1,1396441
31745457,9606
6318693,75856
6318694,75849
6318699,107030
556706491,9606
724102893,77133
16751509,9606
1028329008,9615
KU233186.2,1906136
LM997184.1,562
724103386,77133
998452556,9606
160714419,77133
KU291087.1,9615
669034294,13095
KF739398.1,327704
KF977846.1,9940
768320438,134902
KU353717.1,37011
21313833,9606
48526863,121628
JQ702024.1,9606
48526864,35523
48526867,6669
550825261,9606
724107609,77133
381226814,9606
1039483029,1867211
KP993137.1,7962
669175247,147209
669175246,147208
1028335635,9615
669175248,274780
1039483026,1867209
83266343,9606
1039483024,1867207
1039483025,1867208
1028332573,9615
KF056265.1,9606
671697684,1530446
EF153788.1,9606
700282029,9606
659928569,400002
545755082,9606
KT726138.1,9606
984684501,37011
KF938359.1,9940
253825612,77133
346227928,37012
AF401512.1,59538
AC132822.3,9606
KX495759.1,9606
KR059211.1,9925
19423739,187126
27436834,9606
KU353709.1,9597
KT989567.1,1480062
JQ798118.1,9606
672238893,292587
943496419,1745989
281307536,218281
846387307,10090
550824043,9606
300069073,9606
KR059219.1,9923
KR059199.1,9925
793958430,77133
KX232523.1,30521
1028335523,9615
KX702185.1,9606
KJ794187.1,75865
GU189673.1,9597
1022950314,9606
341833484,1070623
194303973,8049
1028328756,9615
AY164526.1,75838
310404228,329911
KF162858.1,9606
KU353711.1,37011
939709235,46906
KP993139.1,630221
724110786,77133
JX105709.1,77133
512403969,9089
16924090,9606
669175223,200682
JQ621989.1,9940
1022950174,9606
669034476,13095
AB048588.1,9615
13873052,297010
1042266619,37012
1022950482,9606
161824378,9883
KR059189.1,9925
359471081,9606
LC062048.1,10090
JN628855.1,8154
119221287,9606
209887459,8868
1022947892,9606
37787283,71769
AF038019.1,30581
513045319,635157
513045318,635157
998452640,9606
452755057,75372
GU189661.1,9597
393887880,77133
388597456,9913
545775283,9606
513045315,635157
77176498,8389
381243880,9606
339717012,193059
657231755,9913
HM753686.1,10847
1022950552,9606
KX232526.1,30521
KX211937.1,9597
91717371,283771
91717370,101878
91717373,77801
91717372,283764
AM489718.1,1042646
846452434,77133
JQ282800.1,541010
FN675577.1,8932
444211818,9606
555293443,9606
1009080478,9913
213136137,213856
306976913,9606
67005507,110926
FN675575.1,8934
KU291042.1,9615
KF938347.1,9940
1033473749,77133
298367403,9606
U83738.1,50367
808177888,1643390
397909638,10847
HM753717.1,10847
KJ511883.1,7962
506985264,175245
675819440,562
KU236383.1,1483110
LT574190.1,77133
KR011113.1,30521
KJ774882.1,1527652
KT757374.1,291825
GU296584.1,9606
374674563,72446
556903583,77133
119035054,9606
EF029950.1,213853
125625427,371725
663095411,77133
295808886,9606
874526652,1680146
KC252388.1,9606
KC252557.1,9606
KP013091.1,168684
LT574311.1,876103
EF189648.1,202083
700278445,9606
697280485,77133
697280484,77133
1028330924,9615
156459537,9606
BX572084.5,9606
KX232522.1,30521
346227718,37011
1028327750,9615
401785350,106584
440507595,13136
821091578,8056
821091579,8056
846388211,10090
298113230,796397
16267225,69293
FJ380216.1,9606
821091570,1042646
821091571,1042646
821091572,8052
821091573,8052
821091574,8049
821091575,8049
821091576,80720
821091577,80720
KJ446683.1,9606
GU592047.1,9606
27764476,50365
KF938343.1,9940
56122838,302540
56122835,302539
56122834,302539
56122833,302538
56122832,302537
56122831,8389
56122830,8389
259122158,9606
KT290327.1,1840103
AY292700.1,48090
946518584,9913
KU644669.1,9612
307640019,8032
KF800698.1,1450144
KX211928.1,9597
JN632601.1,9901
HM753703.1,10847
KM658599.1,30521
223014596,9606
1043092229,756884
1035662701,30521
724115758,77133
301022624,9606
289847,8855
126143564,8148
6318689,75848
156454914,9606
675820250,562
EF373313.1,372313
154818372,367866
6318688,75836
KT726120.1,9606
506985259,175245
506985258,175245
506985257,175245
506985256,175245
506985254,175245
506985252,175245
506985251,175245
506985250,175245
1043092467,37012
555296621,9606
304442434,10847
KF938328.1,9940
56122889,8390
304442386,10847
EU877719.1,8049
KU291049.1,9615
145208471,9947
KR020498.1,10090
219553030,121629
767402184,701737
306977407,9913
1043092355,37011
1028329918,9615
AY292714.1,42059
345295870,77133
310877519,77133
KF302455.1,9940
GQ464314.1,30521
FJ851586.1,77133
KX079702.1,9606
846388144,10090
806993650,670168
281307563,52644
281307562,52644
281307565,371914
647737391,9615
998452766,9606
1051608944,9606
731446495,160745
EU880333.1,8321
EU877717.1,8049
723428789,9615
24431912,9606
AF428636.1,77133
304442650,10847
KM879227.1,327697
532694205,9913
EU877711.1,8049
913022844,8869
27464721,213854
KC709481.1,9606
281188337,9597
FN675615.1,75839
936230838,9606
KX272653.1,163617
1028335299,9615
KT726092.1,9606
27464940,213856
KX228168.1,9606
988043847,1480062
675820095,562
AF346519.1,117539
AC138776.2,9606
EF189651.1,84336
KM315186.1,77133
874581076,77133
KC990424.1,221218
1033472971,166587
KT290347.1,1840122
870899170,327708
2213690,56282
226910770,77133
JN393219.1,9988
LC062066.1,10090
JX303747.1,9606
757813536,37011
119225219,317925
EU712956.1,164279
EF532236.1,302538
253765518,77133
147886351,30329
147886353,47554
147886352,47555
AF160768.1,86345
528748642,9940
JN319903.1,547489
306569406,863497
306569404,863496
399107445,77133
EU877715.1,8049
724106674,77133
KJ722068.1,8932
306569401,863495
KU050703.1,7962
1028326966,9615
HQ711542.1,990546
EF532241.1,30328
550825527,9606
LM523540.1,131310
514389458,9606
17149470,9606
998452612,9606
AF160764.1,61428
688635872,27848
CP004084.1,10847
202073170,77133
KC489473.1,187118
936230488,9606
1028335607,9615
1039483031,1867213
1039483030,1867212
1039483032,1867195
998452584,9606
1039483037,1867216
119225107,381606
339646415,77133
119224981,28800
358729011,547489
346227466,9597
987312802,479972
253825601,77133
KF540734.1,9606
922980560,77133
HM063536.1,75838
375156546,77133
KT749808.1,9606
452888003,77133
699128225,163991
662034226,9913
1008294718,77133
FN675581.1,8932
585469544,1211
476003790,77133
953817712,9606
585469543,1211
585469542,1211
256013433,227845
KJ573467.1,1906136
350280536,10847
256013435,32488
77176556,47554
AY147242.1,213853
77176555,47554
KX097620.1,77133
828348533,9913
EU713027.1,164279
EU712988.1,164279
KT749802.1,9606
AC021080.4,9606
512403978,140446
GU220188.1,194544
KR861720.1,103435
JQ045073.1,9606
KF317935.1,9940
AC091134.7,9606
614531684,9606
512403976,140447
512403977,9046
KT448281.1,32534
226910798,77133
215397842,77133
KU521428.1,9606
874539687,77133
1043189482,9606
LC062077.1,10090
846388322,10090
KP877619.1,1643390
AF346511.1,42852
553025372,37179
146424812,9598
AY680234.1,47554
818214106,8932
299888824,77133
KX424460.1,1867184
FJ348175.1,9606
281188547,9597
AY680232.1,30329
AF346513.1,77756
KU521426.1,9606
550823749,9606
817597956,1045269
468363243,77133
906345294,9925
675819855,562
346228269,84645
KX424462.1,1867186
23462901,9606
KJ154931.1,9606
1022949726,9606
1042266283,9597
KR059220.1,9925
KC020113.1,263547
954003575,9925
KU521420.1,9606
1028335999,9615
209916071,9606
1022950566,9606
KR334835.1,77133
171702204,9055
KT749806.1,9606
1042266269,9597
668350122,13095
27463616,205136
KC771255.1,75839
356466332,9606
946518808,9913
906345728,9923
KJ689447.1,8839
1015812641,9606
KT991332.1,478982
AC241530.2,9606
1005720060,1814214
1022950580,9606
724120010,77133
EF029940.1,213851
1028326994,9615
846523617,77133
697218806,77133
675584521,9606
936230670,9606
KX346235.1,143503
299888823,77133
299888822,77133
673921900,238031
AM902521.1,8934
AF346517.1,77737
906345616,9925
JQ411473.2,9606
322110388,77133
1042266605,37012
169822860,246881
21630412,9606
315175623,114704
647736481,9615
333945774,9615
FJ379295.1,8868
JN105357.1,749191
906345434,9925
KF856965.1,7962
677286122,50250
KP877617.1,1643390
14589691,9606
32394892,29911
GU220186.1,194544
95147662,9606
GU220212.1,194544
EU755253.1,8839
952009676,30527
712021672,156588
1044327111,9606
194303749,8049
AP014941.1,10090
946518570,9913
593023749,75350
KC894466.1,291790
7715106,36305
207299077,77133
330376275,904984
478445406,64553
723430161,9615
KT223231.1,77133
1001823172,180449
22658009,9606
557879522,291815
846523207,77133
KF938354.1,9940
JX223426.1,77133
988043875,1480063
90296990,77133
1048348243,9913
946518598,9913
