"sample","run","plate","type","gel_band","concentration","reads_total","conv_P.N","qPCR_score","average_Ct","qPCR_inhibition","qPCR_degradation","GCNreads","mbNT_GCN","qPCR_thresh1","qPCR_thresh4","Anas_carolinensis","Anguilla_anguilla","Ardea_cinerea","Arvicola_amphibius","Barbatula_barbatula","Barbus_barbus","Bos_taurus","Bufo_bufo","Buteo_buteo","Canis_lupus","Carassius_carassius","Carduelis_carduelis","Cervus_elaphus","Clupea_harengus","Cottus_gobio","Cyprinus_carpio","Dendrocopos_major","Equus_caballus","Esox_lucius","Felis_catus","Fulica_atra","Gallinula_chloropus","Garrulus_glandarius","Gasterosteus_aculeatus","Gymnocephalus_cernua","Haematopus_ostralegus","Hippolais_polyglotta","Homo_sapiens","Lepus_europaeus","Lissotriton_helveticus","Lissotriton_vulgaris","Lutra_lutra","Meleagris_gallopavo","Meles_meles","Muntiacus_reevesi","Mus_musculus","Mustela_putorius","Myodes_glareolus","Neomys_fodiens","Numida_meleagris","Oncorhynchus_mykiss","Oryctolagus_cuniculus","Ovis_aries","Pelophylax_ridibundus","Phasianus_colchicus","Phoxinus_phoxinus","Picus_viridis","Pipistrellus_pipistrellus","Prunella_modularis","Pungitius_pungitius","Rana_temporaria","Rattus_norvegicus","Rhamphochromis_esox","Rutilus_rutilus","Sciurus_carolinensis","Sitta_europaea","Sorex_araneus","Squalius_cephalus","Strix_aluco","Sturnus_vulgaris","Sus_scrofa","Triturus_cristatus","Vulpes_vulpes","mbTA_GCN"
"F219","Run 1",4,"FERA","Yes",7.84,46740,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,6926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15897,0,12,0,0,0,0,0,0,0,0,0,0,"N"
"F22","Run 1",1,"FERA","Yes",16.8,47612,"N",12,37.3,"No","No",7747,"P","P","P",0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6799,0,0,0,0,0,25195,0,0,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,7747,0,"P"
"F220","Run 1",4,"FERA","No",0,206,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,"N"
"F221","Run 1",4,"FERA","Yes",1.09,18000,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3803,0,0,0,0,0,6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"N"
"F222","Run 1",4,"FERA","Yes",18,53860,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,64,0,0,0,67,0,0,96,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,"N"
"F223","Run 1",4,"FERA","No",0,27,"N",0,0,"No","No",11,"P","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,"P"
"F224","Run 1",4,"FERA","Yes",12.7,60939,"N",0,0,"Yes","No",0,"N","N","N",0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5094,0,0,0,0,0,0,0,0,"N"
"F225","Run 1",4,"FERA","Yes",14.5,51796,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,232,19568,0,681,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24668,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F226","Run 1",4,"FERA","Yes",12.3,78771,"N",0,0,"No","Yes",5,"P","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36303,0,8,0,0,0,0,0,0,0,0,0,0,"N"
"F227","Run 1",4,"FERA","Yes",30.1,52840,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,14403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,15092,108,0,10,0,0,0,0,0,0,0,0,0,0,"N"
"F228","Run 1",4,"FERA","Yes",0.47,9034,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101,2770,0,0,0,0,0,0,0,0,0,"N"
"F229","Run 1",4,"FERA","Yes",35,98075,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,94834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,"N"
"F23","Run 1",1,"FERA","Yes",3.08,47782,"N",1,41.6,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7428,0,0,0,0,0,0,0,0,"N"
"F230","Run 1",4,"FERA","Yes",19.3,61251,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"N"
"F231","Run 1",4,"FERA","Yes",37.3,80685,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,353,51294,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,19697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,220,0,0,"N"
"F232","Run 1",4,"FERA","Yes",30.4,53009,"N",0,0,"No","No",6,"P","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F233","Run 1",4,"FERA","Yes",30.7,91669,"N",0,0,"No","No",9,"P","N","N",0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,2024,0,156,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,59330,0,0,0,0,0,0,164,0,0,"N"
"F234","Run 1",4,"FERA","Yes",33.6,84395,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F235","Run 1",4,"FERA","Yes",30.5,76079,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,926,47385,0,0,0,0,0,0,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,6512,0,9,0,0,0,0,0,0,0,0,0,0,"N"
"F236","Run 1",4,"FERA","No",0,193,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,"N"
"F237","Run 1",4,"FERA","Yes",6.99,33407,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F238","Run 1",4,"FERA","No",0,122,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"N"
"F239","Run 1",4,"FERA","Yes",23.2,44758,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F24","Run 1",1,"FERA","No",0.22,20,"N",4,40.1,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"N"
"F240","Run 1",4,"FERA","Yes",5.41,36908,"N",0,0,"No","No",6,"P","N","N",0,0,0,0,0,0,7677,0,0,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,19834,0,0,"N"
"F241","Run 1",4,"FERA","Yes",20.4,48138,"N",0,0,"No","No",11,"P","N","N",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10271,0,0,0,0,0,18418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,"N"
"F242","Run 1",4,"FERA","Yes",3.16,35828,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,4480,0,1712,0,0,0,0,0,0,0,0,2543,0,0,11,0,0,0,0,0,14913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F243","Run 2",5,"FERA","Yes",5.38,40360,"N",4,40.5,"No","No",0,"N","P","P",0,0,0,0,0,0,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,0,23583,0,0,0,0,0,0,0,0,0,0,"N"
"F244","Run 2",5,"FERA","Yes",0.91,17738,"N",12,37.8,"No","No",12628,"P","P","P",0,0,0,0,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12628,0,"P"
"F245","Run 2",5,"FERA","Yes",5.09,43646,"P",12,36.6,"No","No",8690,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,15221,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8690,0,"P"
"F246","Run 2",5,"FERA","Yes",15.3,46599,"N",12,39.4,"No","No",648,"P","P","P",0,0,0,0,0,0,355,0,111,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,133,387,0,0,563,0,0,0,0,0,104,648,0,"P"
"F247","Run 2",5,"FERA","Yes",3.04,35425,"N",1,41.1,"No","No",14,"P","P","N",0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,28732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,213,14,0,"P"
"F248","Run 2",5,"FERA","Yes",20.4,47542,"P",2,40.7,"No","No",0,"N","P","N",0,0,0,0,0,0,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,41285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,233,0,0,"N"
"F249","Run 2",5,"FERA","No",0,21,"N",2,40.7,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,"N"
"F25","Run 1",1,"FERA","Yes",1.34,32713,"N",12,38.2,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20451,0,0,3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,11,0,0,0,0,0,0,0,4535,0,0,"N"
"F250","Run 2",5,"FERA","Yes",12.5,44742,"N",5,42.6,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,1418,0,0,0,0,0,0,0,0,0,0,0,14660,0,0,4149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,"N"
"F251","Run 2",5,"FERA","Yes",1.26,27096,"N",2,39.5,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F252","Run 2",5,"FERA","Yes",0.97,19308,"P",12,36.9,"No","No",5313,"P","P","P",0,0,0,0,0,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,4424,0,0,0,0,0,0,0,0,0,4285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5313,0,"P"
"F253","Run 2",5,"FERA","Yes",3.46,43512,"N",12,34.4,"No","No",19529,"P","P","P",0,0,0,0,0,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,19529,0,"P"
"F254","Run 2",5,"FERA","Yes",5.99,44325,"N",6,39.6,"No","No",5,"P","P","P",0,0,0,0,0,0,6936,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,14618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3012,0,0,"N"
"F255","Run 2",5,"FERA","Yes",7.01,42169,"N",12,38.5,"No","No",1684,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960,0,0,0,0,0,23901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,0,0,0,0,0,0,0,0,0,2658,1684,0,"P"
"F256","Run 2",5,"FERA","No",0,312,"N",12,38.5,"No","No",8,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,8,0,"P"
"F257","Run 2",5,"FERA","Yes",1.81,35252,"N",2,41.4,"No","No",40,"P","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2396,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,1791,0,0,0,0,0,3957,0,7,0,1966,0,0,0,0,0,0,40,0,"P"
"F258","Run 2",5,"FERA","Yes",0.16,919,"N",11,41,"No","No",371,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,"P"
"F259","Run 2",5,"FERA","Yes",1.79,41390,"P",12,37.3,"No","No",9284,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8199,0,0,0,0,0,0,0,0,9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,9284,0,"P"
"F26","Run 1",1,"FERA","Yes",1.56,46295,"N",1,41.7,"No","No",0,"N","P","N",0,0,0,0,0,0,2456,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24246,0,0,11244,0,0,0,0,0,0,0,0,0,0,0,2353,0,0,0,0,0,0,0,0,0,11,473,0,0,0,0,0,0,0,0,0,"N"
"F260","Run 2",5,"FERA","Yes",3.96,35571,"N",1,40.8,"No","No",0,"N","P","N",0,0,0,0,0,0,28636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,"N"
"F261","Run 2",5,"FERA","Yes",0,3858,"N",4,41.1,"No","No",39,"P","P","P",0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,29,0,9,0,0,0,0,0,0,0,234,39,0,"P"
"F262","Run 2",5,"FERA","Yes",10.2,32623,"N",3,40.9,"No","No",48,"P","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10749,0,0,0,0,0,0,0,0,8781,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,783,0,48,0,"P"
"F263","Run 2",5,"FERA","Yes",4.11,34667,"N",1,41.6,"No","No",5,"P","P","N",0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F264","Run 2",5,"FERA","Yes",34.3,61782,"N",10,40.2,"No","No",0,"N","P","P",0,0,0,0,0,0,6429,0,0,0,0,0,0,0,0,0,0,10881,0,0,0,2004,0,0,0,0,0,31935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,8,0,0,0,0,0,0,0,0,0,0,"N"
"F265","Run 2",5,"FERA","Yes",24.7,51744,"P",12,37.1,"No","No",15828,"P","P","P",0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,12787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142,15828,0,"P"
"F266","Run 2",5,"FERA","Yes",13,47193,"N",1,41.5,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19106,0,8,0,4013,0,0,0,0,0,0,0,0,"N"
"F267","Run 2",5,"FERA","Yes",26.8,59531,"P",11,40.3,"No","No",34,"P","P","P",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,"P"
"F268","Run 2",5,"FERA","No",0,164,"N",12,35.8,"No","No",6,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,6,0,"P"
"F269","Run 2",5,"FERA","Yes",2.02,41425,"P",12,37.7,"No","No",14121,"P","P","P",0,0,0,0,0,0,0,0,0,9234,0,0,0,0,0,0,0,0,0,0,2021,564,0,0,0,0,0,0,0,0,4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,14121,0,"P"
"F27","Run 1",1,"FERA","No",0,203,"P",12,36.6,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F270","Run 2",5,"FERA","Yes",7.01,38185,"N",12,34.7,"No","No",9092,"P","P","P",0,0,0,0,0,0,0,0,0,12953,0,0,0,0,0,0,0,0,0,0,3123,2617,0,0,0,0,0,0,0,0,5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9092,0,"P"
"F271","Run 2",5,"FERA","Yes",21.5,58203,"P",12,36.6,"No","No",29109,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,29109,0,"P"
"F272","Run 2",5,"FERA","Yes",1.31,24510,"N",11,38.9,"No","No",496,"P","P","P",0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9273,0,0,4112,0,0,0,0,0,0,0,0,0,0,4970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,"P"
"F273","Run 2",5,"FERA","Yes",18.4,61423,"N",2,39.8,"No","No",6,"P","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,0,0,0,0,0,0,2777,17,0,0,0,0,0,0,0,0,0,0,"N"
"F274","Run 2",5,"FERA","Yes",11.3,44705,"N",1,41.1,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,14145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,"N"
"F275","Run 2",5,"FERA","Yes",7.61,44649,"N",5,40.9,"No","No",1881,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1881,0,"P"
"F276","Run 2",5,"FERA","Yes",5,28600,"N",9,39,"No","No",1176,"P","P","P",0,0,0,0,0,0,7161,0,0,0,0,0,0,0,0,632,0,0,0,0,1352,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7115,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,199,1176,0,"P"
"F277","Run 2",5,"FERA","Yes",2.97,28006,"N",9,38.6,"No","No",0,"N","P","P",0,0,0,0,0,0,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,167,"N"
"F278","Run 2",5,"FERA","Yes",11.1,64956,"N",8,40.5,"No","No",3051,"P","P","P",0,0,0,0,0,0,3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36921,0,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3051,0,"P"
"F279","Run 2",5,"FERA","Yes",0,24965,"N",1,50,"No","No",6,"P","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F28","Run 1",1,"FERA","Yes",1.25,33120,"N",5,43.5,"No","No",3786,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1395,0,0,0,0,0,0,0,3786,0,"P"
"F280","Run 2",5,"FERA","Yes",31.7,944862,"P",3,39.7,"No","No",2114,"P","P","N",0,0,0,0,0,0,886525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2114,0,"P"
"F281","Run 2",5,"FERA","Yes",0,58619,"P",4,41.2,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2952,0,0,0,0,0,45824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F282","Run 2",5,"FERA","Yes",29.3,100248,"N",12,34.5,"No","No",8175,"P","P","P",0,0,0,0,0,0,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,16555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15161,0,10,0,0,0,0,0,0,0,0,8175,0,"P"
"F283","Run 2",5,"FERA","Yes",4.72,64652,"N",1,39.4,"No","No",5,"P","P","N",60,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786,0,0,0,0,0,0,0,751,"N"
"F284","Run 2",5,"FERA","Yes",2.81,68216,"P",9,40.8,"No","No",603,"P","P","P",0,0,0,0,0,0,2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6005,0,0,0,0,0,22821,0,0,5294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,0,0,0,0,0,0,0,2589,603,0,"P"
