SampleID	marker	SRA_accession	BioSample_accession	BioProject_accession
F7	12S	SRR6285848	SAMN08012064	PRJNA418001
F70	12S	SRR6285849	SAMN08012065	PRJNA418002
F71	12S	SRR6285850	SAMN08012066	PRJNA418003
F72	12S	SRR6285843	SAMN08012067	PRJNA418004
F73	12S	SRR6285844	SAMN08012068	PRJNA418005
F74	12S	SRR6285360	SAMN08012069	PRJNA418006
F75	12S	SRR6285359	SAMN08012070	PRJNA418007
F76	12S	SRR6285362	SAMN08012071	PRJNA418008
F77	12S	SRR6285361	SAMN08012072	PRJNA418009
F78	12S	SRR6285364	SAMN08012073	PRJNA418010
F79	12S	SRR6285363	SAMN08012074	PRJNA418011
F8	12S	SRR6285366	SAMN08012075	PRJNA418012
F80	12S	SRR6285365	SAMN08012076	PRJNA418013
F81	12S	SRR6285368	SAMN08012077	PRJNA418014
F82	12S	SRR6285367	SAMN08012078	PRJNA418015
F83	12S	SRR6285819	SAMN08012079	PRJNA418016
F84	12S	SRR6285820	SAMN08012080	PRJNA418017
F85	12S	SRR6285817	SAMN08012081	PRJNA418018
F86	12S	SRR6285818	SAMN08012082	PRJNA418019
F87	12S	SRR6285823	SAMN08012083	PRJNA418020
F88	12S	SRR6285824	SAMN08012084	PRJNA418021
F89	12S	SRR6285821	SAMN08012085	PRJNA418022
F9	12S	SRR6285822	SAMN08012086	PRJNA418023
F90	12S	SRR6285825	SAMN08012087	PRJNA418024
F91	12S	SRR6285826	SAMN08012088	PRJNA418025
F92	12S	SRR6285380	SAMN08012089	PRJNA418026
F93	12S	SRR6285381	SAMN08012090	PRJNA418027
F94	12S	SRR6285640	SAMN08012091	PRJNA418028
F95	12S	SRR6285641	SAMN08012092	PRJNA418029
F96	12S	SRR6285384	SAMN08012093	PRJNA418030
F97	12S	SRR6285385	SAMN08012094	PRJNA418031
F98	12S	SRR6285386	SAMN08012095	PRJNA418032
F99	12S	SRR6285387	SAMN08012096	PRJNA418033
N10-1	12S	SRR6285586	SAMN08012175	PRJNA418034
N10-2	12S	SRR6285587	SAMN08012176	PRJNA418035
N10-3	12S	SRR6285578	SAMN08012177	PRJNA418036
N10-4	12S	SRR6285579	SAMN08012178	PRJNA418037
N10-5	12S	SRR6285731	SAMN08012179	PRJNA418038
N10-6	12S	SRR6285730	SAMN08012180	PRJNA418039
N1-1	12S	SRR6285281	SAMN08012121	PRJNA418040
N11-1	12S	SRR6285729	SAMN08012181	PRJNA418041
N11-2	12S	SRR6285728	SAMN08012182	PRJNA418042
N11-3	12S	SRR6285727	SAMN08012183	PRJNA418043
N11-4	12S	SRR6285726	SAMN08012184	PRJNA418044
N11-5	12S	SRR6285725	SAMN08012185	PRJNA418045
N11-6	12S	SRR6285724	SAMN08012186	PRJNA418046
N1-2	12S	SRR6285279	SAMN08012122	PRJNA418047
N12-1	12S	SRR6285733	SAMN08012187	PRJNA418048
N12-2	12S	SRR6285732	SAMN08012188	PRJNA418049
N12-3	12S	SRR6285983	SAMN08012189	PRJNA418050
N12-4	12S	SRR6285981	SAMN08012190	PRJNA418051
N12-5	12S	SRR6285314	SAMN08012191	PRJNA418052
N12-6	12S	SRR6285969	SAMN08012192	PRJNA418053
N1-3	12S	SRR6285284	SAMN08012123	PRJNA418054
N13-1	12S	SRR6285357	SAMN08012193	PRJNA418055
N13-2	12S	SRR6285355	SAMN08012194	PRJNA418056
N13-3	12S	SRR6285987	SAMN08012195	PRJNA418057
N13-4	12S	SRR6285986	SAMN08012196	PRJNA418058
N13-5	12S	SRR6285937	SAMN08012197	PRJNA418059
N13-6	12S	SRR6285936	SAMN08012198	PRJNA418060
N1-4	12S	SRR6285283	SAMN08012124	PRJNA418061
N14-1	12S	SRR6285802	SAMN08012199	PRJNA418062
N14-2	12S	SRR6285804	SAMN08012200	PRJNA418063
N14-3	12S	SRR6285806	SAMN08012201	PRJNA418064
N14-4	12S	SRR6285807	SAMN08012202	PRJNA418065
N14-5	12S	SRR6285796	SAMN08012203	PRJNA418066
N14-6	12S	SRR6285798	SAMN08012204	PRJNA418067
N1-5	12S	SRR6285353	SAMN08012125	PRJNA418068
N15-1	12S	SRR6285800	SAMN08012205	PRJNA418069
N15-2	12S	SRR6285801	SAMN08012206	PRJNA418070
N15-3	12S	SRR6285416	SAMN08012207	PRJNA418071
N15-4	12S	SRR6285417	SAMN08012208	PRJNA418072
N15-5	12S	SRR6285537	SAMN08012209	PRJNA418073
N15-6	12S	SRR6285816	SAMN08012210	PRJNA418074
N1-6	12S	SRR6285352	SAMN08012126	PRJNA418075
N16-1	12S	SRR6285302	SAMN08012211	PRJNA418076
N16-2	12S	SRR6285301	SAMN08012212	PRJNA418077
N16-3	12S	SRR6285296	SAMN08012213	PRJNA418078
N16-4	12S	SRR6285295	SAMN08012214	PRJNA418079
N16-5	12S	SRR6285815	SAMN08012215	PRJNA418080
N16-6	12S	SRR6285813	SAMN08012216	PRJNA418081
N17-1	12S	SRR6285982	SAMN08012217	PRJNA418082
N17-2	12S	SRR6285964	SAMN08012218	PRJNA418083
N17-3	12S	SRR6285396	SAMN08012219	PRJNA418084
N17-4	12S	SRR6285397	SAMN08012220	PRJNA418085
N17-5	12S	SRR6285748	SAMN08012221	PRJNA418086
N17-6	12S	SRR6285749	SAMN08012222	PRJNA418087
N18-1	12S	SRR6285746	SAMN08012223	PRJNA418088
N18-2	12S	SRR6285747	SAMN08012224	PRJNA418089
N18-3	12S	SRR6285744	SAMN08012225	PRJNA418090
N18-4	12S	SRR6285745	SAMN08012226	PRJNA418091
N18-5	12S	SRR6285803	SAMN08012227	PRJNA418092
N18-6	12S	SRR6285808	SAMN08012228	PRJNA418093
N19-1	12S	SRR6285605	SAMN08012229	PRJNA418094
N19-2	12S	SRR6285627	SAMN08012230	PRJNA418095
N19-3	12S	SRR6285621	SAMN08012231	PRJNA418096
N19-4	12S	SRR6285618	SAMN08012232	PRJNA418097
N19-5	12S	SRR6285617	SAMN08012233	PRJNA418098
N19-6	12S	SRR6285614	SAMN08012234	PRJNA418099
N2-1	12S	SRR6285263	SAMN08012127	PRJNA418100
N2-2	12S	SRR6285933	SAMN08012128	PRJNA418101
N2-3	12S	SRR6286021	SAMN08012129	PRJNA418102
N2-4	12S	SRR6285856	SAMN08012130	PRJNA418103
N2-5	12S	SRR6285857	SAMN08012131	PRJNA418104
N2-6	12S	SRR6285858	SAMN08012132	PRJNA418105
N3-1	12S	SRR6285832	SAMN08012133	PRJNA418106
N3-2	12S	SRR6285836	SAMN08012134	PRJNA418107
N3-3	12S	SRR6285839	SAMN08012135	PRJNA418108
N3-4	12S	SRR6285845	SAMN08012136	PRJNA418109
N3-5	12S	SRR6285299	SAMN08012137	PRJNA418110
N3-6	12S	SRR6285300	SAMN08012138	PRJNA418111
N4-1	12S	SRR6285606	SAMN08012139	PRJNA418112
N4-2	12S	SRR6285603	SAMN08012140	PRJNA418113
N4-3	12S	SRR6285602	SAMN08012141	PRJNA418114
N4-4	12S	SRR6285601	SAMN08012142	PRJNA418115
N4-5	12S	SRR6285613	SAMN08012143	PRJNA418116
N4-6	12S	SRR6285610	SAMN08012144	PRJNA418117
N5-1	12S	SRR6285608	SAMN08012145	PRJNA418118
N5-2	12S	SRR6285607	SAMN08012146	PRJNA418119
N5-3	12S	SRR6285480	SAMN08012147	PRJNA418120
N5-4	12S	SRR6285479	SAMN08012148	PRJNA418121
N5-5	12S	SRR6285636	SAMN08012149	PRJNA418122
N5-6	12S	SRR6285637	SAMN08012150	PRJNA418123
N6-1	12S	SRR6285634	SAMN08012151	PRJNA418124
N6-2	12S	SRR6285635	SAMN08012152	PRJNA418125
N6-3	12S	SRR6285632	SAMN08012153	PRJNA418126
N6-4	12S	SRR6285633	SAMN08012154	PRJNA418127
N6-5	12S	SRR6285630	SAMN08012155	PRJNA418128
N6-6	12S	SRR6285631	SAMN08012156	PRJNA418129
N7-1	12S	SRR6285638	SAMN08012157	PRJNA418130
N7-2	12S	SRR6285639	SAMN08012158	PRJNA418131
N7-3	12S	SRR6285900	SAMN08012159	PRJNA418132
N7-4	12S	SRR6285897	SAMN08012160	PRJNA418133
N7-5	12S	SRR6285846	SAMN08012161	PRJNA418134
N7-6	12S	SRR6285598	SAMN08012162	PRJNA418135
N8-1	12S	SRR6285840	SAMN08012163	PRJNA418136
N8-2	12S	SRR6285878	SAMN08012164	PRJNA418137
N8-3	12S	SRR6285842	SAMN08012165	PRJNA418138
N8-4	12S	SRR6285841	SAMN08012166	PRJNA418139
N8-5	12S	SRR6285915	SAMN08012167	PRJNA418140
N8-6	12S	SRR6285914	SAMN08012168	PRJNA418141
N9-1	12S	SRR6285580	SAMN08012169	PRJNA418142
N9-2	12S	SRR6285581	SAMN08012170	PRJNA418143
N9-3	12S	SRR6285582	SAMN08012171	PRJNA418144
N9-4	12S	SRR6285583	SAMN08012172	PRJNA418145
N9-5	12S	SRR6285584	SAMN08012173	PRJNA418146
N9-6	12S	SRR6285585	SAMN08012174	PRJNA418147
NU1	12S	SRR6285649	SAMN08012097	PRJNA418148
NU10	12S	SRR6285973	SAMN08012106	PRJNA418149
NU11	12S	SRR6285972	SAMN08012107	PRJNA418150
NU12	12S	SRR6285971	SAMN08012108	PRJNA418151
NU13	12S	SRR6285495	SAMN08012109	PRJNA418152
NU14	12S	SRR6285496	SAMN08012110	PRJNA418153
NU15	12S	SRR6285493	SAMN08012111	PRJNA418154
NU16	12S	SRR6285494	SAMN08012112	PRJNA418155
NU17	12S	SRR6285557	SAMN08012113	PRJNA418156
NU18	12S	SRR6285556	SAMN08012114	PRJNA418157
NU19	12S	SRR6285497	SAMN08012115	PRJNA418158
NU2	12S	SRR6285457	SAMN08012098	PRJNA418159
NU20	12S	SRR6285498	SAMN08012116	PRJNA418160
NU21	12S	SRR6285764	SAMN08012117	PRJNA418161
NU22	12S	SRR6285765	SAMN08012118	PRJNA418162
NU23	12S	SRR6285278	SAMN08012119	PRJNA418163
NU24	12S	SRR6285277	SAMN08012120	PRJNA418164
NU3	12S	SRR6285980	SAMN08012099	PRJNA418165
NU4	12S	SRR6285979	SAMN08012100	PRJNA418166
NU5	12S	SRR6285978	SAMN08012101	PRJNA418167
NU6	12S	SRR6285977	SAMN08012102	PRJNA418168
NU7	12S	SRR6285976	SAMN08012103	PRJNA418169
NU8	12S	SRR6285975	SAMN08012104	PRJNA418170
NU9	12S	SRR6285974	SAMN08012105	PRJNA418171
P10-1	12S	SRR6285828	SAMN08012289	PRJNA418172
P10-2	12S	SRR6285831	SAMN08012290	PRJNA418173
P10-3	12S	SRR6286016	SAMN08012291	PRJNA418174
P10-4	12S	SRR6285829	SAMN08012292	PRJNA418175
P10-5	12S	SRR6285834	SAMN08012293	PRJNA418176
P10-6	12S	SRR6285835	SAMN08012294	PRJNA418177
P1-1	12S	SRR6285612	SAMN08012235	PRJNA418178
P11-1	12S	SRR6285838	SAMN08012295	PRJNA418179
P11-2	12S	SRR6285833	SAMN08012296	PRJNA418180
P11-3	12S	SRR6285859	SAMN08012297	PRJNA418181
P11-4	12S	SRR6285837	SAMN08012298	PRJNA418182
P11-5	12S	SRR6285371	SAMN08012299	PRJNA418183
P11-6	12S	SRR6285370	SAMN08012300	PRJNA418184
P1-2	12S	SRR6285609	SAMN08012236	PRJNA418185
P12-1	12S	SRR6285373	SAMN08012301	PRJNA418186
P12-2	12S	SRR6285372	SAMN08012302	PRJNA418187
P12-3	12S	SRR6285375	SAMN08012303	PRJNA418188
P12-4	12S	SRR6285374	SAMN08012304	PRJNA418189
P12-5	12S	SRR6285377	SAMN08012305	PRJNA418190
P12-6	12S	SRR6285376	SAMN08012306	PRJNA418191
P1-3	12S	SRR6285682	SAMN08012237	PRJNA418192
P13-1	12S	SRR6285379	SAMN08012307	PRJNA418193
P13-2	12S	SRR6285378	SAMN08012308	PRJNA418194
P13-3	12S	SRR6285469	SAMN08012309	PRJNA418195
P13-4	12S	SRR6285470	SAMN08012310	PRJNA418196
P13-5	12S	SRR6285471	SAMN08012311	PRJNA418197
P13-6	12S	SRR6285472	SAMN08012312	PRJNA418198
P1-4	12S	SRR6285681	SAMN08012238	PRJNA418199
P14-1	12S	SRR6285473	SAMN08012313	PRJNA418200
P14-2	12S	SRR6285474	SAMN08012314	PRJNA418201
P14-3	12S	SRR6285475	SAMN08012315	PRJNA418202
P14-4	12S	SRR6285476	SAMN08012316	PRJNA418203
P14-5	12S	SRR6285369	SAMN08012317	PRJNA418204
P14-6	12S	SRR6285467	SAMN08012318	PRJNA418205
P1-5	12S	SRR6286012	SAMN08012239	PRJNA418206
P15-1	12S	SRR6285626	SAMN08012319	PRJNA418207
P15-2	12S	SRR6285625	SAMN08012320	PRJNA418208
P15-3	12S	SRR6285624	SAMN08012321	PRJNA418209
P15-4	12S	SRR6285623	SAMN08012322	PRJNA418210
P15-5	12S	SRR6285622	SAMN08012323	PRJNA418211
P15-6	12S	SRR6285615	SAMN08012324	PRJNA418212
P1-6	12S	SRR6286014	SAMN08012240	PRJNA418213
P16-1	12S	SRR6285620	SAMN08012325	PRJNA418214
P16-2	12S	SRR6285619	SAMN08012326	PRJNA418215
P16-3	12S	SRR6285629	SAMN08012327	PRJNA418216
P16-4	12S	SRR6285312	SAMN08012328	PRJNA418217
P16-5	12S	SRR6285742	SAMN08012329	PRJNA418218
P16-6	12S	SRR6285743	SAMN08012330	PRJNA418219
P17-1	12S	SRR6285740	SAMN08012331	PRJNA418220
P17-2	12S	SRR6285741	SAMN08012332	PRJNA418221
P17-3	12S	SRR6285738	SAMN08012333	PRJNA418222
P17-4	12S	SRR6285739	SAMN08012334	PRJNA418223
P17-5	12S	SRR6285736	SAMN08012335	PRJNA418224
P17-6	12S	SRR6285737	SAMN08012336	PRJNA418225
P18-1	12S	SRR6285734	SAMN08012337	PRJNA418226
P18-2	12S	SRR6285735	SAMN08012338	PRJNA418227
P18-3	12S	SRR6285292	SAMN08012339	PRJNA418228
P18-4	12S	SRR6285291	SAMN08012340	PRJNA418229
P18-5	12S	SRR6285294	SAMN08012341	PRJNA418230
P18-6	12S	SRR6285810	SAMN08012342	PRJNA418231
P19-1	12S	SRR6285288	SAMN08012343	PRJNA418232
P19-2	12S	SRR6285805	SAMN08012344	PRJNA418233
P19-3	12S	SRR6285290	SAMN08012345	PRJNA418234
P19-4	12S	SRR6285289	SAMN08012346	PRJNA418235
P19-5	12S	SRR6285286	SAMN08012347	PRJNA418236
P19-6	12S	SRR6285285	SAMN08012348	PRJNA418237
P2-1	12S	SRR6286015	SAMN08012241	PRJNA418238
P2-2	12S	SRR6286018	SAMN08012242	PRJNA418239
P2-3	12S	SRR6285481	SAMN08012243	PRJNA418240
P2-4	12S	SRR6285482	SAMN08012244	PRJNA418241
P2-5	12S	SRR6285483	SAMN08012245	PRJNA418242
P2-6	12S	SRR6285484	SAMN08012246	PRJNA418243
P3-1	12S	SRR6285984	SAMN08012247	PRJNA418244
P3-2	12S	SRR6285358	SAMN08012248	PRJNA418245
P3-3	12S	SRR6285446	SAMN08012249	PRJNA418246
P3-4	12S	SRR6285445	SAMN08012250	PRJNA418247
P3-5	12S	SRR6285448	SAMN08012251	PRJNA418248
P3-6	12S	SRR6285447	SAMN08012252	PRJNA418249
P4-1	12S	SRR6285450	SAMN08012253	PRJNA418250
P4-2	12S	SRR6285449	SAMN08012254	PRJNA418251
P4-3	12S	SRR6285452	SAMN08012255	PRJNA418252
P4-4	12S	SRR6285451	SAMN08012256	PRJNA418253
P4-5	12S	SRR6285444	SAMN08012257	PRJNA418254
P4-6	12S	SRR6285443	SAMN08012258	PRJNA418255
P5-1	12S	SRR6285907	SAMN08012259	PRJNA418256
P5-2	12S	SRR6285908	SAMN08012260	PRJNA418257
P5-3	12S	SRR6285905	SAMN08012261	PRJNA418258
P5-4	12S	SRR6285906	SAMN08012262	PRJNA418259
P5-5	12S	SRR6285911	SAMN08012263	PRJNA418260
P5-6	12S	SRR6285912	SAMN08012264	PRJNA418261
P6-1	12S	SRR6285909	SAMN08012265	PRJNA418262
P6-2	12S	SRR6285910	SAMN08012266	PRJNA418263
P6-3	12S	SRR6285903	SAMN08012267	PRJNA418264
P6-4	12S	SRR6285904	SAMN08012268	PRJNA418265
P6-5	12S	SRR6285468	SAMN08012269	PRJNA418266
P6-6	12S	SRR6285466	SAMN08012270	PRJNA418267
P7-1	12S	SRR6285464	SAMN08012271	PRJNA418268
P7-2	12S	SRR6285462	SAMN08012272	PRJNA418269
P7-3	12S	SRR6285769	SAMN08012273	PRJNA418270
P7-4	12S	SRR6285282	SAMN08012274	PRJNA418271
P7-5	12S	SRR6285767	SAMN08012275	PRJNA418272
P7-6	12S	SRR6285766	SAMN08012276	PRJNA418273
P8-1	12S	SRR6285458	SAMN08012277	PRJNA418274
P8-2	12S	SRR6285453	SAMN08012278	PRJNA418275
P8-3	12S	SRR6285966	SAMN08012279	PRJNA418276
P8-4	12S	SRR6285970	SAMN08012280	PRJNA418277
P8-5	12S	SRR6285659	SAMN08012281	PRJNA418278
P8-6	12S	SRR6285660	SAMN08012282	PRJNA418279
P9-1	12S	SRR6285965	SAMN08012283	PRJNA418280
P9-2	12S	SRR6285644	SAMN08012284	PRJNA418281
P9-3	12S	SRR6285967	SAMN08012285	PRJNA418282
P9-4	12S	SRR6285968	SAMN08012286	PRJNA418283
P9-5	12S	SRR6285677	SAMN08012287	PRJNA418284
P9-6	12S	SRR6285678	SAMN08012288	PRJNA418285
